gene	observed	raw_count	domain_width	expected	obs_exp	per_100kb	fdr	rank_raw_domain_count	rank_domain_normalised	rank_change	is_ohnologue
adgra3	1	NA	344808	0.14859315316747945	6.729785179757908	0.29001647293566274	1	219	761	-542	FALSE
LOC137488492	1	NA	345549	0.14891248313226305	6.715353736407759	0.2893945576459489	1	219	762	-543	FALSE
LOC141379844	1	NA	350817	0.15118269940011728	6.6145134593305475	0.28504890013881884	1	219	763	-544	FALSE
LOC141379072	1	NA	356578	0.1536653713665387	6.507647045700983	0.2804435495179175	1	219	764	-545	FALSE
hdr	1	1	357399	0.15401917690106956	6.492697988136409	0.27979932792201434	1	219	765	-546	FALSE
LOC141379812	1	NA	363760	0.15676041564059512	6.3791614478281415	0.27490653177919505	1	219	766	-547	FALSE
LOC141380738	1	NA	364492	0.15707586710378216	6.366350340369514	0.2743544439932838	1	219	767	-548	FALSE
itga4	1	1	366085	0.1577623618863736	6.338647495149938	0.273160604777579	1	219	768	-549	FALSE
slitrk5	1	NA	367227	0.15825450064451513	6.318935612746244	0.27231113180675715	1	219	769	-550	FALSE
LOC137488257	1	NA	369784	0.15935642604256056	6.275241136073936	0.27042814183415187	1	219	770	-551	FALSE
LOC141386167	1	1	371284	0.16000284297532086	6.249888948249763	0.26933560293468073	1	219	771	-552	FALSE
LOC137488815	1	NA	374477	0.16137884915285666	6.196598905305171	0.2670390971942202	1	219	772	-553	FALSE
rnf220a	1	1	375174	0.16167921755427928	6.185086835073766	0.2665429907189731	1	219	773	-554	TRUE
LOC141377158	1	1	379831	0.16368612665818913	6.109253242262914	0.2632749828213074	1	219	774	-555	FALSE
LOC141376099	1	NA	381762	0.1645182807229626	6.07835187436666	0.26194330499106777	1	219	775	-556	FALSE
aff2	1	1	382269	0.16473676964623557	6.070290209935844	0.2615958918981136	1	219	776	-557	FALSE
LOC103908683	1	NA	383089	0.16509014423614457	6.057296785504059	0.2610359472602972	1	219	777	-558	FALSE
csmd1a	1	NA	386655	0.16662689275762677	6.001432202511191	0.25862849310108493	1	219	778	-559	TRUE
LOC141375197	1	NA	389193	0.1677206302078572	5.962295745971702	0.25694192855472736	1	219	779	-560	FALSE
LOC141376426	1	NA	393002	0.16936209827244658	5.9045088021484995	0.25445163128940823	1	219	780	-561	FALSE
LOC141375198	1	NA	394656	0.17007488067697027	5.879763055070656	0.2533852266277467	1	219	781	-562	FALSE
dhx38	1	NA	401853	0.17317638912035427	5.774459238233794	0.24884721527523745	1	219	782	-563	FALSE
nr3c2	1	1	403207	0.17375988813832594	5.755068161668732	0.24801156725949697	1	219	783	-564	FALSE
LOC141386129	1	NA	424455	0.18291659946318672	5.4669723958063035	0.23559623517216194	1	219	784	-565	FALSE
si:ch211-209a2.1	1	NA	436566	0.18813576977829352	5.315310327102808	0.22906043988766875	1	219	785	-566	FALSE
zgc:153383	1	1	441007	0.1900495948438859	5.261784434854696	0.22675377034831645	1	219	786	-567	FALSE
bcl6aa	1	NA	441461	0.19024524370220136	5.25637319777277	0.22652057599652065	1	219	787	-568	TRUE
kcnma1a	1	1	446389	0.1923689387986299	5.1983444221563815	0.2240198571201351	1	219	788	-569	TRUE
LOC101886839	1	NA	447219	0.19272662283475728	5.1886967420032795	0.22360409553261376	1	219	789	-570	FALSE
LOC141378539	1	NA	447787	0.19297139937996252	5.182115086552233	0.22332046263067037	1	219	790	-571	FALSE
LOC141378370	1	NA	454753	0.19597335961570142	5.102734381657658	0.21989959384545016	1	219	791	-572	FALSE
doc2b	1	1	460087	0.1982720182285971	5.043576037275482	0.21735019681060322	1	219	792	-573	TRUE
lmx1bb	1	NA	464047	0.19997855893108435	5.000536084193982	0.2154954131801305	1	219	793	-574	TRUE
mef2cb	1	1	478235	0.20609280122575327	4.852183065359007	0.20910221962006126	1	219	794	-575	TRUE
rab27a	1	1	479247	0.20652891718305555	4.84193697250471	0.20866066975901781	1	219	795	-576	TRUE
roraa	1	1	484076	0.20860994876192193	4.793635231372687	0.20657913220238142	1	219	796	-577	TRUE
LOC141386288	1	1	493085	0.2124923288600804	4.706052238989149	0.20280479024914566	1	219	797	-578	FALSE
LOC141376599	1	NA	497317	0.21431608649970815	4.666005321076828	0.20107898985958655	1	219	798	-579	FALSE
LOC141378722	1	NA	497441	0.21436952363281636	4.6648421988978885	0.20102886573483086	1	219	799	-580	FALSE
LOC141376388	1	NA	501490	0.21611441840664739	4.627178544461434	0.19940577080300703	1	219	800	-581	FALSE
thrab	1	1	501526	0.21612993241303363	4.62684640130714	0.19939145727240465	1	219	801	-582	TRUE
LOC141381025	1	NA	512120	0.2206953597368088	4.531132875618927	0.19526673435913458	1	219	802	-583	FALSE
ifi27.8	1	1	543166	0.23407446646646	4.2721447370821535	0.18410577981685158	1	219	803	-584	FALSE
ppargc1a	1	1	547991	0.236153774266839	4.23452897631889	0.18248474883711593	1	219	804	-585	TRUE
LOC141386151	1	1	553455	0.23850845568057394	4.192723470312789	0.18068316303945217	1	219	805	-586	FALSE
unc13c	1	NA	559868	0.2412721035404352	4.144697979277195	0.17861353033214972	1	219	806	-587	FALSE
LOC141386152	1	NA	560861	0.24170003154992253	4.137359824024071	0.1782972964780935	1	219	807	-588	FALSE
LOC141378969	1	1	563674	0.24291227877115903	4.116712440634063	0.1774075085953938	1	219	808	-589	FALSE
robo1	1	1	579621	0.2497845526556449	4.003450130795752	0.17252653026719184	1	219	809	-590	FALSE
auts2a	1	1	587653	0.25324589985826546	3.948731255114778	0.17016844974840595	1	219	810	-591	TRUE
LOC101885457	1	1	615447	0.26522357467769225	3.7704038987304593	0.16248352823232545	1	219	811	-592	FALSE
sox11a	1	NA	684773	0.2950992415313868	3.3886905124208524	0.1460337951408715	1	219	812	-593	TRUE
LOC137487784	1	NA	810248	0.3491720179567872	2.8639179217498403	0.12341900257698878	1	219	813	-594	FALSE
gata3	1	1	895043	0.3857139671657279	2.592594733730072	0.11172647571122281	1	219	814	-595	FALSE
celf2	1	NA	969170	0.4176585991488772	2.394300038447295	0.10318107246406719	1	219	815	-596	FALSE
lzts1	1	1	1037717	0.44719856014215814	2.2361431568163237	0.0963653867094786	1	219	816	-597	FALSE
slc6a1l	1	1	1135859	0.48949232721880015	2.042932941731293	0.08803909640193017	1	219	817	-598	FALSE
