seqnames	start	end	width	strand	phastcons	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	gene_name	mean_tpm	z_fpkm_mean	z_fpkm_first	n_active_samples	n_samples	is_active	activity_measured	dist_to_tss_signed
NC_133194.1	23594704	23594738	35	*	21	Distal Intergenic	20	23668334	23816132	147799	1	tshz1	XM_073930614.1	-73596	gene-tshz1	11.8778815	0.274503346110699	0.277642400585745	2	2	TRUE	TRUE	-73613
NC_133194.1	23613095	23613256	162	*	92	Distal Intergenic	20	23668334	23816132	147799	1	tshz1	XM_073930614.1	-55078	gene-tshz1	11.8778815	0.274503346110699	0.277642400585745	2	2	TRUE	TRUE	-55159
NC_133194.1	23613299	23613330	32	*	17	Distal Intergenic	20	23668334	23816132	147799	1	tshz1	XM_073930614.1	-55004	gene-tshz1	11.8778815	0.274503346110699	0.277642400585745	2	2	TRUE	TRUE	-55020
NC_133194.1	23653130	23653169	40	*	17	Distal Intergenic	20	23668334	23816132	147799	1	tshz1	XM_073930614.1	-15165	gene-tshz1	11.8778815	0.274503346110699	0.277642400585745	2	2	TRUE	TRUE	-15185
NC_133194.1	23658623	23658789	167	*	50	Distal Intergenic	20	23668334	23816132	147799	1	tshz1	XM_073930614.1	-9545	gene-tshz1	11.8778815	0.274503346110699	0.277642400585745	2	2	TRUE	TRUE	-9628
NC_133194.1	23758828	23758867	40	*	15	Intron (XM_073930614.1/tshz1, intron 1 of 1)	20	23668334	23816132	147799	1	tshz1	XM_073930614.1	90494	gene-tshz1	11.8778815	0.274503346110699	0.277642400585745	2	2	TRUE	TRUE	10588
NC_133194.1	23769425	23769479	55	*	23	Promoter (<=1kb)	20	23765487	23769435	3949	2	LOC137488506	XR_011007570.2	0	gene-LOC137488506	0.3034025	-1.99350936767372	-2.0647791395548	2	2	TRUE	TRUE	-17
NC_133194.1	23779620	23779677	58	*	19	Intron (XM_073930614.1/tshz1, intron 1 of 1)	20	23668334	23816132	147799	1	tshz1	XM_073930614.1	111286	gene-tshz1	11.8778815	0.274503346110699	0.277642400585745	2	2	TRUE	TRUE	-10213
NC_133194.1	23802514	23802586	73	*	35	Intron (XM_073930614.1/tshz1, intron 1 of 1)	20	23668334	23816132	147799	1	tshz1	XM_073930614.1	134180	gene-tshz1	11.8778815	0.274503346110699	0.277642400585745	2	2	TRUE	TRUE	-33115
NC_133194.1	23814925	23814980	56	*	22	3' UTR	20	23668334	23816132	147799	1	tshz1	XM_073930614.1	146591	gene-tshz1	11.8778815	0.274503346110699	0.277642400585745	2	2	TRUE	TRUE	-45517
NC_133194.1	23815981	23816018	38	*	18	3' UTR	20	23668334	23816132	147799	1	tshz1	XM_073930614.1	147647	gene-tshz1	11.8778815	0.274503346110699	0.277642400585745	2	2	TRUE	TRUE	-46564
NC_133194.1	23816093	23816147	55	*	18	3' UTR	20	23668334	23816132	147799	1	tshz1	XM_073930614.1	147759	gene-tshz1	11.8778815	0.274503346110699	0.277642400585745	2	2	TRUE	TRUE	-46685
NC_133194.1	24087485	24087620	136	*	16	Distal Intergenic	20	24031551	24083150	51600	2	LOC141379072	XR_012395040.1	-4335	gene-LOC141379072	0	-Inf	-Inf	0	2	FALSE	TRUE	-4402
NC_133194.1	24091215	24091292	78	*	27	Distal Intergenic	20	24031551	24083150	51600	2	LOC141379072	XR_012395040.1	-8065	gene-LOC141379072	0	-Inf	-Inf	0	2	FALSE	TRUE	-8103
NC_133194.1	24104028	24104104	77	*	19	Intron (XM_005169989.6/znf516, intron 4 of 4)	20	24099435	24169814	70380	2	znf516	XM_005169989.6	65710	gene-znf516	13.3461005	0.340916440811015	0.262467135828722	2	2	TRUE	TRUE	-20916
NC_133194.1	24104117	24104149	33	*	25	Intron (XM_005169989.6/znf516, intron 4 of 4)	20	24099435	24169814	70380	2	znf516	XM_005169989.6	65665	gene-znf516	13.3461005	0.340916440811015	0.262467135828722	2	2	TRUE	TRUE	-20983
NC_133194.1	24106789	24106863	75	*	44	Intron (XM_005169989.6/znf516, intron 3 of 4)	20	24099435	24169814	70380	2	znf516	XM_005169989.6	62951	gene-znf516	13.3461005	0.340916440811015	0.262467135828722	2	2	TRUE	TRUE	-23676
NC_133194.1	24448958	24449091	134	*	40	Distal Intergenic	20	24467546	24476774	9229	1	sall3b	NM_001045150.1	-18455	gene-sall3b	4.75794	-0.29136340720569	-0.330525245644569	2	2	TRUE	TRUE	-18522
NC_133194.1	24449213	24449262	50	*	39	Distal Intergenic	20	24467546	24476774	9229	1	sall3b	NM_001045150.1	-18284	gene-sall3b	4.75794	-0.29136340720569	-0.330525245644569	2	2	TRUE	TRUE	-18309
NC_133194.1	24526939	24527001	63	*	38	Intron (XM_073930998.1/atp9b, intron 11 of 29)	20	24479219	24582549	103331	1	atp9b	XM_073930998.1	47720	gene-atp9b	1.4756135	-1.01816008804301	-1.09601255491958	2	2	TRUE	TRUE	47751
NC_133194.1	24527033	24527058	26	*	16	Intron (XM_073930998.1/atp9b, intron 11 of 29)	20	24479219	24582549	103331	1	atp9b	XM_073930998.1	47814	gene-atp9b	1.4756135	-1.01816008804301	-1.09601255491958	2	2	TRUE	TRUE	47826
NC_133194.1	24527334	24527390	57	*	15	Intron (XM_073930998.1/atp9b, intron 11 of 29)	20	24479219	24582549	103331	1	atp9b	XM_073930998.1	48115	gene-atp9b	1.4756135	-1.01816008804301	-1.09601255491958	2	2	TRUE	TRUE	48143
NC_133194.1	25136620	25136687	68	*	23	Promoter (<=1kb)	20	25136260	25139224	2965	1	trhrb	NM_001114688.1	360	gene-trhrb	0.06001	-Inf	-Inf	1	2	TRUE	TRUE	393
NC_133194.1	25660890	25661021	132	*	17	Promoter (1-2kb)	20	25541934	25659492	117559	2	grb10a	XR_012394552.1	-1398	gene-grb10a	6.9051655	-0.0602260328306906	-0.0331289214253795	2	2	TRUE	TRUE	-1463
NC_133194.1	27574679	27574794	116	*	17	3' UTR	20	27567254	27713896	146643	2	rims3	XM_005170052.6	139102	gene-rims3	0.381592	-1.84656259186857	-1.78271053027176	2	2	TRUE	TRUE	8968
NC_133194.1	27932690	27932721	32	*	16	Promoter (2-3kb)	20	27926532	27935236	8705	2	c1galt1a	XM_073930825.1	2515	gene-c1galt1a	0.1168915	-2.57479760514756	-2.52774694004999	2	2	TRUE	TRUE	-7453
NC_133194.1	28572654	28572683	30	*	22	3' UTR	20	28385657	28573687	188031	1	jarid2b	XM_009294217.4	186997	gene-jarid2b	2.135472	-0.793319170701618	-0.669856695132289	2	2	TRUE	TRUE	77561
NC_133194.1	29022172	29022199	28	*	18	Intron (XM_073930933.1/npr1a, intron 15 of 21)	20	28807339	29044944	237606	1	npr1a	XM_073930933.1	214833	gene-npr1a	1.876078	-0.863274003314406	-0.855672330911727	2	2	TRUE	TRUE	-34151
NC_133194.1	29024358	29024510	153	*	54	Intron (XM_073930933.1/npr1a, intron 15 of 21)	20	28807339	29044944	237606	1	npr1a	XM_073930933.1	217019	gene-npr1a	1.876078	-0.863274003314406	-0.855672330911727	2	2	TRUE	TRUE	-31902
NC_133194.1	29024584	29024695	112	*	18	Intron (XM_073930933.1/npr1a, intron 15 of 21)	20	28807339	29044944	237606	1	npr1a	XM_073930933.1	217245	gene-npr1a	1.876078	-0.863274003314406	-0.855672330911727	2	2	TRUE	TRUE	-31697
NC_133194.1	29238130	29238165	36	*	14	Promoter (1-2kb)	20	29226441	29239882	13442	2	neu1	NM_001044909.2	1717	gene-neu1	23.2135705	0.686696259310532	0.65416869058002	2	2	TRUE	TRUE	1735
NC_133194.1	30369760	30370174	415	*	26	3' UTR	20	30369592	30385271	15680	2	ube2ql1	XM_680552.10	15097	gene-ube2ql1	5.370659	-0.214831081784114	-0.206343095655572	2	2	TRUE	TRUE	15304
NC_133194.1	30546236	30546314	79	*	37	3' UTR	20	30534512	30640449	105938	1	LOC141379111	XR_012395099.1	11724	gene-LOC141379111	0	-Inf	-Inf	0	2	FALSE	TRUE	2961
NC_133194.1	30683749	30683829	81	*	32	Distal Intergenic	20	30674520	30680552	6033	1	irx4b	NM_001020493.2	9229	gene-irx4b	1.6918375	-0.929191062606673	-0.863132794770206	2	2	TRUE	TRUE	9269
NC_133194.1	30684763	30685001	239	*	21	Distal Intergenic	20	30674520	30680552	6033	1	irx4b	NM_001020493.2	10243	gene-irx4b	1.6918375	-0.929191062606673	-0.863132794770206	2	2	TRUE	TRUE	10362
NC_133194.1	31208889	31209044	156	*	81	Promoter (2-3kb)	20	31208088	31211348	3261	2	sox4a	NM_213122.2	2304	gene-sox4a	25.8905545	0.754752820061351	0.742345647435801	2	2	TRUE	TRUE	2382
NC_133194.1	31209297	31209388	92	*	18	Promoter (1-2kb)	20	31208088	31211348	3261	2	sox4a	NM_213122.2	1960	gene-sox4a	25.8905545	0.754752820061351	0.742345647435801	2	2	TRUE	TRUE	2006
NC_133194.1	32301283	32301366	84	*	20	Promoter (<=1kb)	20	32291663	32302035	10373	2	eif3i	NM_212990.1	669	gene-eif3i	450.3483225	2.51569028131201	2.49787423213542	2	2	TRUE	TRUE	711
NC_133194.1	32821981	32822067	87	*	16	Distal Intergenic	20	32822289	32830303	8015	2	khdrbs1b	NM_213235.1	8236	gene-khdrbs1b	156.4300595	1.86380526401999	1.85460228325121	2	2	TRUE	TRUE	8279
NC_133194.1	32827441	32827525	85	*	17	Promoter (2-3kb)	20	32822289	32830303	8015	2	khdrbs1b	NM_213235.1	2778	gene-khdrbs1b	156.4300595	1.86380526401999	1.85460228325121	2	2	TRUE	TRUE	2820
NC_133194.1	32892693	32892719	27	*	14	Promoter (<=1kb)	20	32881202	32893561	12360	2	ppp1r10	NM_001277109.1	842	gene-ppp1r10	25.859243	0.75386504621167	0.735824884668985	2	2	TRUE	TRUE	873
NC_133194.1	33593316	33593360	45	*	19	Promoter (<=1kb)	20	33593317	33640935	47619	1	meox2b	NM_001045124.1	0	gene-meox2b	0.304937	-2.02647979975866	-2.23750051257567	2	2	TRUE	TRUE	51311
NC_133194.1	33888539	33888585	47	*	23	Distal Intergenic	20	33892183	33942444	50262	1	LOC141379132	XR_012395133.1	-3598	gene-LOC141379132	0.0249055	-3.56971278037597	-3.30476674800906	0	2	FALSE	TRUE	-3621
NC_133194.1	33984224	33984318	95	*	47	Promoter (<=1kb)	20	33983291	34002752	19462	1	tmem64	XM_005159638.6	933	gene-tmem64	2.3465155	-0.728156711272902	-0.775336017710682	2	2	TRUE	TRUE	980
NC_133194.1	34223075	34223145	71	*	15	Promoter (<=1kb)	20	34203347	34223658	20312	2	si:dkeyp-120h9.1	XM_073930968.1	513	gene-si:dkeyp-120h9.1	10.44223	0.1944395266083	0.227443231074771	2	2	TRUE	TRUE	2851
NC_133194.1	34223225	34223268	44	*	17	Promoter (<=1kb)	20	34203347	34223658	20312	2	si:dkeyp-120h9.1	XM_073930968.1	390	gene-si:dkeyp-120h9.1	10.44223	0.1944395266083	0.227443231074771	2	2	TRUE	TRUE	2715
NC_133194.1	34260090	34260175	86	*	21	Promoter (1-2kb)	20	34256650	34261400	4751	2	hey1	NM_212561.1	1225	gene-hey1	19.3860375	0.576371668464254	0.564849653751895	2	2	TRUE	TRUE	1268
NC_133194.1	34263804	34263849	46	*	20	Promoter (2-3kb)	20	34256650	34261400	4751	2	hey1	NM_212561.1	-2404	gene-hey1	19.3860375	0.576371668464254	0.564849653751895	2	2	TRUE	TRUE	-2426
NC_133194.1	34918838	34918890	53	*	24	Promoter (<=1kb)	20	34918841	34923476	4636	1	atxn1a	NM_001044826.1	0	gene-atxn1a	0.511152	-1.67422431079339	-1.76220391864186	2	2	TRUE	TRUE	30171
NC_133194.1	34954957	34954983	27	*	14	Promoter (<=1kb)	20	34949754	34955342	5589	2	fuca1.2	XM_073930768.1	359	gene-fuca1.2	16.949811	0.493573872355572	0.482544042763226	2	2	TRUE	TRUE	648
NC_133194.1	35396233	35396274	42	*	20	5' UTR	20	35386179	35400278	14100	2	azin1b	NM_001007159.2	4004	gene-azin1b	78.168823	1.43611401075868	1.4305494708058	2	2	TRUE	TRUE	4060
NC_133194.1	35572715	35572765	51	*	26	5' UTR	20	35558059	35600363	42305	1	fam91a1	NM_200441.1	14656	gene-fam91a1	8.7714425	0.0852069369208154	0.0365366481408503	2	2	TRUE	TRUE	14681
NC_133194.1	35602695	35602724	30	*	15	Promoter (<=1kb)	20	35601772	35603284	1513	1	lratd2a	NM_001044880.2	923	gene-lratd2a	1.6477955	-0.949788721174936	-0.845850941226848	2	2	TRUE	TRUE	937
NC_133194.1	36021776	36021807	32	*	16	Intron (XM_073931135.1/runx1t1, intron 1 of 12)	20	36017754	36250819	233066	1	runx1t1	XM_073931135.1	4022	gene-runx1t1	3.988853	-0.399498028805118	-0.429881667773713	2	2	TRUE	TRUE	4037
NC_133194.1	36093425	36093614	190	*	66	Intron (XM_073931135.1/runx1t1, intron 3 of 12)	20	36017754	36250819	233066	1	runx1t1	XM_073931135.1	75671	gene-runx1t1	3.988853	-0.399498028805118	-0.429881667773713	2	2	TRUE	TRUE	75765
NC_133194.1	36112463	36112586	124	*	38	Intron (XM_073931135.1/runx1t1, intron 3 of 12)	20	36017754	36250819	233066	1	runx1t1	XM_073931135.1	94709	gene-runx1t1	3.988853	-0.399498028805118	-0.429881667773713	2	2	TRUE	TRUE	94770
NC_133194.1	36112740	36112855	116	*	32	Intron (XM_073931135.1/runx1t1, intron 3 of 12)	20	36017754	36250819	233066	1	runx1t1	XM_073931135.1	94986	gene-runx1t1	3.988853	-0.399498028805118	-0.429881667773713	2	2	TRUE	TRUE	95043
NC_133194.1	36117354	36117406	53	*	19	Intron (XM_073931135.1/runx1t1, intron 3 of 12)	20	36017754	36250819	233066	1	runx1t1	XM_073931135.1	99600	gene-runx1t1	3.988853	-0.399498028805118	-0.429881667773713	2	2	TRUE	TRUE	99626
NC_133194.1	36199444	36199479	36	*	30	Intron (XM_073931135.1/runx1t1, intron 3 of 12)	20	36017754	36250819	233066	1	runx1t1	XM_073931135.1	181690	gene-runx1t1	3.988853	-0.399498028805118	-0.429881667773713	2	2	TRUE	TRUE	-54276
NC_133194.1	36203083	36203139	57	*	17	Intron (XM_073931135.1/runx1t1, intron 3 of 12)	20	36017754	36250819	233066	1	runx1t1	XM_073931135.1	185329	gene-runx1t1	3.988853	-0.399498028805118	-0.429881667773713	2	2	TRUE	TRUE	-50626
NC_133194.1	36207463	36207576	114	*	58	Intron (XM_073931135.1/runx1t1, intron 3 of 12)	20	36017754	36250819	233066	1	runx1t1	XM_073931135.1	189709	gene-runx1t1	3.988853	-0.399498028805118	-0.429881667773713	2	2	TRUE	TRUE	-46218
NC_133194.1	36234999	36235043	45	*	31	Intron (XM_073931135.1/runx1t1, intron 7 of 12)	20	36017754	36250819	233066	1	runx1t1	XM_073931135.1	217245	gene-runx1t1	3.988853	-0.399498028805118	-0.429881667773713	2	2	TRUE	TRUE	-18716
NC_133194.1	36247227	36247391	165	*	63	3' UTR	20	36017754	36250819	233066	1	runx1t1	XM_073931135.1	229473	gene-runx1t1	3.988853	-0.399498028805118	-0.429881667773713	2	2	TRUE	TRUE	-6428
NC_133194.1	36247492	36247562	71	*	37	3' UTR	20	36017754	36250819	233066	1	runx1t1	XM_073931135.1	229738	gene-runx1t1	3.988853	-0.399498028805118	-0.429881667773713	2	2	TRUE	TRUE	-6210
NC_133194.1	36247876	36248111	236	*	61	3' UTR	20	36017754	36250819	233066	1	runx1t1	XM_073931135.1	230122	gene-runx1t1	3.988853	-0.399498028805118	-0.429881667773713	2	2	TRUE	TRUE	-5744
NC_133194.1	36254061	36254094	34	*	17	Promoter (<=1kb)	20	36253737	36260848	7112	1	LOC141379144	XR_012395153.1	324	gene-LOC141379144	0.003662	-Inf	-4.23667367269285	0	2	FALSE	TRUE	340
NC_133194.1	36297578	36297618	41	*	17	Promoter (2-3kb)	20	36294321	36300469	6149	2	otud6b	NM_200225.1	2851	gene-otud6b	23.3159585	0.690216558835905	0.680237965995852	2	2	TRUE	TRUE	2896
NC_133194.1	36298389	36298444	56	*	16	Promoter (2-3kb)	20	36294321	36300469	6149	2	otud6b	NM_200225.1	2025	gene-otud6b	23.3159585	0.690216558835905	0.680237965995852	2	2	TRUE	TRUE	2078
NC_133194.1	36680178	36680233	56	*	16	Promoter (2-3kb)	20	36677833	36711506	33674	1	galnt12	XM_683102.7	2345	gene-galnt12	2.447519	-0.699399346987086	-0.697019437943662	2	2	TRUE	TRUE	2372
NC_133194.1	37421683	37421743	61	*	15	Promoter (1-2kb)	20	37413348	37423693	10346	2	ndrg1a	NM_001128353.1	1950	gene-ndrg1a	34.034848	0.923233718673009	0.904005238745626	2	2	TRUE	TRUE	18196
NC_133194.1	37926991	37927031	41	*	14	5' UTR	20	37912943	37946895	33953	2	ptp4a2b	NM_001024098.2	19864	gene-ptp4a2b	60.6888	1.28003954407705	1.28223520642887	2	2	TRUE	TRUE	19884
NC_133194.1	38255177	38255241	65	*	15	Promoter (<=1kb)	20	38254570	38297934	43365	1	angpt2b	XM_073930481.1	607	gene-angpt2b	2.1121045	-0.800236173885477	-0.899141456335772	2	2	TRUE	TRUE	639
NC_133194.1	39448770	39448962	193	*	20	Distal Intergenic	20	39494308	39495845	1538	2	LOC137488538	XR_011007612.1	46883	gene-LOC137488538	1.5040515	-0.999786704217638	-0.966923927503111	2	2	TRUE	TRUE	46979
NC_133194.1	40100449	40100512	64	*	21	Promoter (2-3kb)	20	40095737	40102664	6928	2	ilf2	NM_213236.2	2152	gene-ilf2	392.587087	2.4310204717685	2.42643119816664	2	2	TRUE	TRUE	2184
NC_133194.1	40452868	40452937	70	*	16	5' UTR	20	40442824	40522427	79604	1	nxph1	XM_073930765.1	10044	gene-nxph1	1.2495635	-1.1151730081404	-1.0585863044487	2	2	TRUE	TRUE	10078
NC_133194.1	40684476	40684599	124	*	52	Distal Intergenic	20	40742168	40747177	5010	2	LOC141379160	XR_012395190.1	62578	gene-LOC141379160	0	-Inf	-Inf	0	2	FALSE	TRUE	79270
NC_133194.1	40796177	40796265	89	*	32	Intron (XR_012394577.1/phf14, intron 5 of 9)	20	40763850	40814991	51142	1	phf14	XR_012394577.1	32327	gene-phf14	7.0805805	-0.0444576366307679	-0.0315675984229178	2	2	TRUE	TRUE	32371
NC_133194.1	40804067	40804115	49	*	19	Intron (XR_012394577.1/phf14, intron 7 of 9)	20	40763850	40814991	51142	1	phf14	XR_012394577.1	40217	gene-phf14	7.0805805	-0.0444576366307679	-0.0315675984229178	2	2	TRUE	TRUE	40241
NC_133194.1	40834142	40834173	32	*	26	Intron (XM_005159689.6/phf14, intron 11 of 16)	20	40763850	40854729	90880	1	phf14	XM_005159689.6	70292	gene-phf14	7.0805805	-0.0444576366307679	-0.0315675984229178	2	2	TRUE	TRUE	70307
NC_133194.1	41347557	41347599	43	*	14	3' UTR	20	41336100	41886529	550430	2	adgrb2	XM_073931848.1	538930	gene-adgrb2	0.110063	-2.62407957919363	-2.72135819129041	2	2	TRUE	TRUE	-115254
NC_133194.1	42808305	42808333	29	*	16	Promoter (2-3kb)	20	42805874	42811272	5399	1	rbm48	NM_205604.2	2431	gene-rbm48	8.4972965	0.0646426755583785	0.00584931309843122	2	2	TRUE	TRUE	2445
NC_133194.1	42811937	42812088	152	*	30	Promoter (2-3kb)	20	42811271	42814944	3674	2	clxn	NM_001044860.1	2856	gene-clxn	6.813661	-0.068116813291147	-0.0604240370676368	2	2	TRUE	TRUE	2932
NC_133194.1	43314139	43314262	124	*	15	3' UTR	20	43008859	43316652	307794	1	vps50	XM_017352306.4	305280	gene-vps50	3.8194425	-0.425320788988363	-0.436583942143175	2	2	TRUE	TRUE	96495
NC_133194.1	43527718	43527816	99	*	15	3' UTR	20	43491377	43528086	36710	1	zgc:85777	NM_212935.1	36341	gene-zgc:85777	10.5683235	0.201650291204601	0.174238541499041	2	2	TRUE	TRUE	7892
NC_133194.1	43690505	43690557	53	*	16	5' UTR	20	43668254	43699608	31355	2	sgce	NM_001002594.1	9051	gene-sgce	13.4072435	0.347141126454141	0.300587305221644	2	2	TRUE	TRUE	-5547
NC_133194.1	44077463	44077681	219	*	18	Intron (XM_073931919.1/slc25a13, intron 3 of 17)	20	43999994	44094792	94799	2	slc25a13	XM_073931919.1	17111	gene-slc25a13	0.0834755	-2.79160260122267	-2.87180822358205	2	2	TRUE	TRUE	17220
NC_133194.1	44085427	44085471	45	*	15	Intron (XM_073931919.1/slc25a13, intron 3 of 17)	20	43999994	44094792	94799	2	slc25a13	XM_073931919.1	9321	gene-slc25a13	0.0834755	-2.79160260122267	-2.87180822358205	2	2	TRUE	TRUE	9343
NC_133194.1	44127786	44127825	40	*	23	Intron (XR_012394606.1/trioa, intron 38 of 38)	20	44059633	44843918	784286	2	trioa	XR_012394606.1	716093	gene-trioa	4.279681	-0.357573602624096	-0.40669577006352	2	2	TRUE	TRUE	-1803
NC_133194.1	44187477	44187558	82	*	27	3' UTR	20	44140494	44188014	47521	1	dlx6a	XM_073930514.1	46983	gene-dlx6a	4.9722415	-0.265251213970363	-0.31666602910556	2	2	TRUE	TRUE	5684
NC_133194.1	44191263	44191288	26	*	15	Promoter (1-2kb)	20	44191189	44193201	2013	2	dlx5a	NM_131306.2	1913	gene-dlx5a	33.496701	0.913670229819213	0.910244154787576	2	2	TRUE	TRUE	1926
NC_133194.1	44636436	44636505	70	*	48	3' UTR	20	44059633	44843918	784286	2	trioa	XR_012394606.1	207413	gene-trioa	4.279681	-0.357573602624096	-0.40669577006352	2	2	TRUE	TRUE	-18840
NC_133194.1	44657460	44657505	46	*	21	Promoter (2-3kb)	20	44655310	44659646	4337	1	LOC141379176	XR_012395253.1	2150	gene-LOC141379176	0	-Inf	-Inf	0	2	FALSE	TRUE	2172
NC_133194.1	45083208	45083275	68	*	22	Promoter (2-3kb)	20	45078223	45081051	2829	2	cart4	NM_001082932.1	-2157	gene-cart4	2.5561345	-0.67255841113326	-0.659157155781704	2	2	TRUE	TRUE	-2190
NC_133194.1	45914235	45914269	35	*	15	Promoter (2-3kb)	20	45911828	45923753	11926	1	snrnp40	NM_200322.1	2407	gene-snrnp40	65.264665	1.32487834302768	1.31779366175507	2	2	TRUE	TRUE	2424
NC_133194.1	45999122	45999157	36	*	29	Distal Intergenic	20	46005508	46082168	76661	1	sdc3	XM_073931933.1	-6351	gene-sdc3	9.2359855	0.118088822573713	0.0830793566774991	2	2	TRUE	TRUE	-6369
NC_133194.1	46438545	46438595	51	*	17	Promoter (1-2kb)	20	46437497	46444882	7386	1	si:ch211-199g17.9	XM_073930477.1	1048	gene-si:ch211-199g17.9	0.0599135	-3.03965815770992	-2.74957647811322	1	2	TRUE	TRUE	1073
NC_133194.1	46583175	46583251	77	*	16	Promoter (2-3kb)	20	46575886	46585655	9770	2	ppt1	XM_005159766.4	2404	gene-ppt1	30.357611	0.85202144380741	0.816563557637742	2	2	TRUE	TRUE	-2603
NC_133194.1	46815349	46815389	41	*	24	Promoter (<=1kb)	20	46815389	46823510	8122	1	gatad1	XM_073931109.1	0	gene-gatad1	21.5523275	0.639399462865691	0.585916976863153	2	2	TRUE	TRUE	279
NC_133194.1	48233608	48233647	40	*	31	3' UTR	20	48229246	48498654	269409	2	trps1	XM_009294450.5	265007	gene-trps1	3.675766	-0.45236433568482	-0.51061538256298	2	2	TRUE	TRUE	128028
NC_133194.1	48233688	48233756	69	*	27	3' UTR	20	48229246	48498654	269409	2	trps1	XM_009294450.5	264898	gene-trps1	3.675766	-0.45236433568482	-0.51061538256298	2	2	TRUE	TRUE	128123
NC_133194.1	48308555	48308635	81	*	30	Intron (XM_009294450.5/trps1, intron 6 of 7)	20	48229246	48498654	269409	2	trps1	XM_009294450.5	190019	gene-trps1	3.675766	-0.45236433568482	-0.51061538256298	2	2	TRUE	TRUE	-108359
NC_133194.1	48310953	48311019	67	*	22	Intron (XM_009294450.5/trps1, intron 6 of 7)	20	48229246	48498654	269409	2	trps1	XM_009294450.5	187635	gene-trps1	3.675766	-0.45236433568482	-0.51061538256298	2	2	TRUE	TRUE	-105968
NC_133194.1	48311057	48311102	46	*	19	Intron (XM_009294450.5/trps1, intron 6 of 7)	20	48229246	48498654	269409	2	trps1	XM_009294450.5	187552	gene-trps1	3.675766	-0.45236433568482	-0.51061538256298	2	2	TRUE	TRUE	-105875
NC_133194.1	48338755	48338816	62	*	31	Intron (XM_009294450.5/trps1, intron 6 of 7)	20	48229246	48498654	269409	2	trps1	XM_009294450.5	159838	gene-trps1	3.675766	-0.45236433568482	-0.51061538256298	2	2	TRUE	TRUE	-78169
NC_133194.1	48782625	48782683	59	*	38	Intron (NM_001035264.2/eif3hb, intron 3 of 7)	20	48744652	48849467	104816	2	eif3hb	NM_001035264.2	66784	gene-eif3hb	4.4009325	-0.340602038585826	-0.270656389809914	2	2	TRUE	TRUE	66813
NC_133194.1	48851485	48851516	32	*	18	Promoter (<=1kb)	20	48851344	48857006	5663	1	utp23	XM_068215127.1	141	gene-utp23	30.473557	0.855112290260053	0.872106391037779	2	2	TRUE	TRUE	156
NC_133194.1	49039036	49039064	29	*	22	3' UTR	20	49004191	49040138	35948	1	rbm24a	XR_012394512.1	34845	gene-rbm24a	53.16949	1.19805324465549	1.17071187643698	2	2	TRUE	TRUE	-10191
NC_133194.1	49039363	49039420	58	*	19	3' UTR	20	49004191	49040138	35948	1	rbm24a	XR_012394512.1	35172	gene-rbm24a	53.16949	1.19805324465549	1.17071187643698	2	2	TRUE	TRUE	-9850
NC_133194.1	49039454	49039514	61	*	26	3' UTR	20	49004191	49040138	35948	1	rbm24a	XR_012394512.1	35263	gene-rbm24a	53.16949	1.19805324465549	1.17071187643698	2	2	TRUE	TRUE	-9757
NC_133194.1	49518916	49518956	41	*	18	Promoter (1-2kb)	20	49298474	49520636	222163	2	ext1b	XR_012394556.1	1680	gene-ext1b	3.1438185	-0.550575144538868	-0.623085342346701	2	2	TRUE	TRUE	1700
NC_133194.1	49519180	49519244	65	*	27	Promoter (1-2kb)	20	49298474	49520636	222163	2	ext1b	XR_012394556.1	1392	gene-ext1b	3.1438185	-0.550575144538868	-0.623085342346701	2	2	TRUE	TRUE	1424
NC_133194.1	49519807	49519832	26	*	32	Promoter (<=1kb)	20	49298474	49520636	222163	2	ext1b	XR_012394556.1	804	gene-ext1b	3.1438185	-0.550575144538868	-0.623085342346701	2	2	TRUE	TRUE	817
NC_133194.1	49937684	49937822	139	*	17	Intron (XM_073930480.1/angpt1, intron 2 of 9)	20	49784600	50190519	405920	2	angpt1	XM_073930480.1	252697	gene-angpt1	6.1708735	-0.129622324442549	-0.0995792412090314	2	2	TRUE	TRUE	-11877
NC_133194.1	50208977	50209013	37	*	25	3' UTR	20	50209011	50288013	79003	2	sdc2	NM_173223.2	79000	gene-sdc2	73.7360725	1.39866108171824	1.35128482520087	2	2	TRUE	TRUE	-18476
NC_133194.1	50209097	50209264	168	*	46	3' UTR	20	50209011	50288013	79003	2	sdc2	NM_173223.2	78749	gene-sdc2	73.7360725	1.39866108171824	1.35128482520087	2	2	TRUE	TRUE	-18661
NC_133194.1	51401235	51401290	56	*	18	Promoter (2-3kb)	20	51393509	51403328	9820	2	trak1b	XM_073931979.1	2038	gene-trak1b	1.7051935	-0.92333312732752	-0.87104682825354	2	2	TRUE	TRUE	5441
NC_133194.1	51454524	51454601	78	*	35	3' UTR	20	51434297	51455857	21561	1	ctnnb2	NM_001001889.1	20227	gene-ctnnb2	135.190046	1.77379717705775	1.75856120075108	2	2	TRUE	TRUE	-9959
NC_133194.1	51612070	51612121	52	*	19	3' UTR	20	51599718	51612980	13263	1	kpnb1	NM_001037702.3	12352	gene-kpnb1	80.941563	1.4576032632956	1.45242392875035	2	2	TRUE	TRUE	2668
