cne_chr	cne_start	cne_end	cne_phastcons	atac_chr	atac_start	atac_end	atac_peak_name	atac_score
NC_133180.1	9263714	9263794	17	NC_133180.1	9263758	9264769	Interval_41675	0
NC_133180.1	9664801	9664936	23	NC_133180.1	9664187	9665233	Interval_41750	0
NC_133180.1	10190382	10190501	16	NC_133180.1	10190276	10191510	Interval_41875	0
NC_133180.1	10466361	10466456	16	NC_133180.1	10466305	10467453	Interval_41927	0
NC_133180.1	11461605	11461833	28	NC_133180.1	11460447	11462012	Interval_42176	0
NC_133180.1	12041434	12041664	22	NC_133180.1	12041334	12041792	Interval_42313	0
NC_133180.1	12858668	12858838	23	NC_133180.1	12858764	12859036	Interval_42476	0
NC_133180.1	13336105	13336219	19	NC_133180.1	13335735	13336221	Interval_42588	0
NC_133180.1	14413810	14413900	19	NC_133180.1	14413761	14413945	Interval_42717	0
NC_133180.1	16890401	16890503	20	NC_133180.1	16889191	16890512	Interval_43200	0
NC_133180.1	16904097	16904137	15	NC_133180.1	16903816	16904566	Interval_43204	0
NC_133180.1	17317801	17318025	36	NC_133180.1	17318009	17318458	Interval_43287	0
NC_133180.1	17648845	17648985	21	NC_133180.1	17648642	17649435	Interval_43350	0
NC_133180.1	18731895	18732034	30	NC_133180.1	18731712	18732785	Interval_43583	0
NC_133180.1	19749192	19749327	44	NC_133180.1	19748336	19749249	Interval_43793	0
NC_133180.1	20122619	20122857	30	NC_133180.1	20122422	20123208	Interval_43843	0
NC_133180.1	20620008	20620107	16	NC_133180.1	20620023	20620267	Interval_43941	0
NC_133180.1	21691014	21691108	22	NC_133180.1	21691021	21691523	Interval_44091	0
NC_133180.1	21924561	21924659	16	NC_133180.1	21924171	21924910	Interval_44132	0
NC_133180.1	22888454	22888536	16	NC_133180.1	22887738	22889094	Interval_44299	0
NC_133180.1	23167094	23167255	24	NC_133180.1	23166911	23167204	Interval_44338	0
NC_133180.1	23820271	23820401	16	NC_133180.1	23819739	23821026	Interval_44412	0
NC_133180.1	24276004	24276077	18	NC_133180.1	24275818	24277716	Interval_44466	0
NC_133180.1	24975016	24975085	22	NC_133180.1	24974342	24975691	Interval_44544	0
NC_133180.1	25776514	25776636	25	NC_133180.1	25776421	25776684	Interval_44672	0
NC_133180.1	26277544	26277646	21	NC_133180.1	26277258	26277834	Interval_44740	0
NC_133180.1	26965977	26966137	26	NC_133180.1	26966050	26966971	Interval_44833	0
NC_133180.1	27103690	27103797	19	NC_133180.1	27103490	27103921	Interval_44864	0
NC_133180.1	27360904	27361054	18	NC_133180.1	27360618	27361204	Interval_44903	0
NC_133180.1	27421104	27421218	21	NC_133180.1	27420908	27421174	Interval_44910	0
NC_133180.1	29374627	29374754	25	NC_133180.1	29374732	29374943	Interval_45232	0
NC_133180.1	29962041	29962205	20	NC_133180.1	29961965	29962191	Interval_45331	0
NC_133180.1	30603517	30603645	19	NC_133180.1	30602427	30603712	Interval_45438	0
NC_133180.1	31359629	31359775	37	NC_133180.1	31358957	31360148	Interval_45559	0
NC_133180.1	31655259	31655310	14	NC_133180.1	31654990	31655765	Interval_45619	0
NC_133180.1	31655551	31655719	28	NC_133180.1	31654990	31655765	Interval_45619	0
NC_133180.1	31677677	31677764	19	NC_133180.1	31677703	31677883	Interval_45622	0
NC_133180.1	32397474	32397570	17	NC_133180.1	32396268	32397826	Interval_45724	0
NC_133180.1	32778179	32778275	16	NC_133180.1	32777693	32778493	Interval_45763	0
NC_133180.1	33621715	33621853	16	NC_133180.1	33621010	33622110	Interval_45883	0
NC_133180.1	33889182	33889228	14	NC_133180.1	33888807	33889223	Interval_45908	0
NC_133180.1	34262652	34262720	14	NC_133180.1	34262689	34263004	Interval_45967	0
NC_133180.1	35843220	35843339	16	NC_133180.1	35843116	35843318	Interval_46248	0
NC_133180.1	36083608	36083759	19	NC_133180.1	36082969	36083613	Interval_46283	0
NC_133180.1	37833780	37833826	17	NC_133180.1	37833296	37833855	Interval_46559	0
NC_133180.1	37835370	37835469	20	NC_133180.1	37835366	37835939	Interval_46560	0
NC_133180.1	38596136	38596278	30	NC_133180.1	38595958	38596297	Interval_46655	0
NC_133180.1	39313661	39313743	15	NC_133180.1	39313056	39313815	Interval_46729	0
NC_133180.1	39987830	39988012	17	NC_133180.1	39987439	39988145	Interval_46820	0
NC_133180.1	40171713	40171779	16	NC_133180.1	40170852	40171808	Interval_46845	0
NC_133180.1	40331252	40331356	17	NC_133180.1	40330220	40331542	Interval_46871	0
NC_133180.1	41070647	41070700	15	NC_133180.1	41070571	41070783	Interval_46992	0
NC_133180.1	41577477	41577581	27	NC_133180.1	41577290	41578407	Interval_47068	0
NC_133180.1	41652488	41652642	20	NC_133180.1	41652300	41652500	Interval_47079	0
NC_133180.1	41908671	41908781	17	NC_133180.1	41908480	41908800	Interval_47113	0
NC_133180.1	42062807	42062877	21	NC_133180.1	42061786	42064263	Interval_47137	0
NC_133180.1	44454560	44454622	17	NC_133180.1	44454512	44454699	Interval_47460	0
NC_133180.1	46031259	46031429	22	NC_133180.1	46031105	46031409	Interval_47748	0
NC_133180.1	46751903	46752009	15	NC_133180.1	46751600	46751915	Interval_47851	0
NC_133180.1	53441786	53441840	15	NC_133180.1	53441618	53442566	Interval_48386	0
NC_133180.1	53777658	53777710	16	NC_133180.1	53777655	53777830	Interval_48446	0
NC_133180.1	53892515	53892609	15	NC_133180.1	53892267	53892741	Interval_48476	0
NC_133180.1	59819785	59819930	16	NC_133180.1	59818778	59819973	Interval_49076	0
NC_133180.1	59944355	59944448	20	NC_133180.1	59943888	59945723	Interval_49087	0
NC_133180.1	60259294	60259407	17	NC_133180.1	60258040	60259884	Interval_49150	0
NC_133180.1	60268837	60268955	29	NC_133180.1	60268674	60269234	Interval_49153	0
NC_133180.1	61049750	61049885	18	NC_133180.1	61049697	61049917	Interval_49272	0
NC_133180.1	61050685	61050835	20	NC_133180.1	61050604	61050873	Interval_49273	0
NC_133180.1	61058747	61058897	31	NC_133180.1	61058628	61058865	Interval_49275	0
NC_133180.1	63730577	63730691	16	NC_133180.1	63730495	63730852	Interval_49616	0
NC_133180.1	64556848	64556940	15	NC_133180.1	64556886	64557181	Interval_49656	0
NC_133180.1	67467312	67467508	27	NC_133180.1	67467124	67467354	Interval_49978	0
NC_133180.1	67728888	67729000	18	NC_133180.1	67728784	67728961	Interval_49996	0
NC_133180.1	67936291	67936388	17	NC_133180.1	67936284	67936542	Interval_50015	0
NC_133180.1	67952162	67952257	17	NC_133180.1	67952233	67952596	Interval_50016	0
NC_133180.1	67963620	67963823	22	NC_133180.1	67962676	67963816	Interval_50018	0
NC_133180.1	68732390	68732431	14	NC_133180.1	68732181	68733562	Interval_50124	0
NC_133180.1	68752796	68752917	34	NC_133180.1	68752477	68752941	Interval_50126	0
NC_133180.1	68821667	68821840	27	NC_133180.1	68821437	68821817	Interval_50138	0
NC_133180.1	69162035	69162185	20	NC_133180.1	69161900	69162221	Interval_50175	0
NC_133180.1	69447780	69447891	23	NC_133180.1	69446527	69448232	Interval_50205	0
NC_133180.1	69549234	69549458	18	NC_133180.1	69548731	69549634	Interval_50221	0
NC_133180.1	69922851	69922930	15	NC_133180.1	69922780	69923600	Interval_50263	0
NC_133180.1	70039221	70039261	15	NC_133180.1	70037539	70039860	Interval_50277	0
NC_133180.1	71632762	71632801	16	NC_133180.1	71632272	71633031	Interval_50511	0
NC_133180.1	71648060	71648182	19	NC_133180.1	71647929	71648621	Interval_50516	0
NC_133180.1	73139949	73140005	15	NC_133180.1	73139960	73140196	Interval_50756	0
NC_133180.1	73443175	73443310	38	NC_133180.1	73443103	73443665	Interval_50798	0
NC_133180.1	73448804	73448989	20	NC_133180.1	73448689	73450283	Interval_50800	0
NC_133180.1	74019129	74019233	16	NC_133180.1	74018879	74019857	Interval_50872	0
NC_133180.1	74720853	74720992	21	NC_133180.1	74720708	74722206	Interval_50996	0
NC_133180.1	74859672	74859744	15	NC_133180.1	74859433	74859730	Interval_51017	0
NC_133180.1	74973261	74973553	24	NC_133180.1	74973198	74974951	Interval_51040	0
NC_133180.1	75231363	75231461	16	NC_133180.1	75230905	75231747	Interval_51073	0
NC_133180.1	75261430	75261612	17	NC_133180.1	75261277	75261978	Interval_51076	0
NC_133180.1	76182282	76182370	15	NC_133180.1	76181926	76182738	Interval_51215	0
NC_133180.1	76632278	76632394	23	NC_133180.1	76631064	76632777	Interval_51310	0
NC_133180.1	76673718	76673802	24	NC_133180.1	76673037	76673954	Interval_51320	0
NC_133180.1	76947584	76947686	23	NC_133180.1	76945080	76948108	Interval_51385	0
NC_133180.1	78113377	78113436	17	NC_133180.1	78111775	78115310	Interval_51655	0
NC_133180.1	78673965	78674021	15	NC_133180.1	78673916	78674335	Interval_51771	0
NC_133192.1	156380	156590	35	NC_133192.1	155964	156470	Interval_157210	0
NC_133192.1	205179	205321	28	NC_133192.1	204981	207200	Interval_157219	0
NC_133192.1	206707	207083	34	NC_133192.1	204981	207200	Interval_157219	0
NC_133192.1	220097	220218	16	NC_133192.1	219824	220488	Interval_157225	0
NC_133192.1	508975	509100	23	NC_133192.1	508225	509941	Interval_157285	0
NC_133192.1	509241	509396	21	NC_133192.1	508225	509941	Interval_157285	0
NC_133192.1	546541	546608	17	NC_133192.1	545728	548091	Interval_157294	0
NC_133192.1	624328	624494	21	NC_133192.1	624340	624608	Interval_157312	0
NC_133192.1	689570	689765	25	NC_133192.1	689285	689749	Interval_157325	0
NC_133192.1	696555	696661	17	NC_133192.1	695996	696821	Interval_157327	0
NC_133192.1	814790	815044	43	NC_133192.1	812845	815115	Interval_157360	0
NC_133192.1	945590	945683	15	NC_133192.1	945446	946429	Interval_157399	0
NC_133192.1	983412	983818	28	NC_133192.1	983507	983804	Interval_157410	0
NC_133192.1	990229	990365	25	NC_133192.1	989266	990369	Interval_157411	0
NC_133192.1	993406	993498	20	NC_133192.1	991579	994226	Interval_157412	0
NC_133192.1	994071	994124	14	NC_133192.1	991579	994226	Interval_157412	0
NC_133192.1	1002309	1002464	19	NC_133192.1	1002157	1002953	Interval_157415	0
NC_133192.1	1009279	1009341	16	NC_133192.1	1009124	1009841	Interval_157418	0
NC_133192.1	1040041	1040166	16	NC_133192.1	1040040	1040669	Interval_157429	0
NC_133192.1	1295866	1295954	19	NC_133192.1	1295634	1296207	Interval_157493	0
NC_133192.1	2147702	2147761	16	NC_133192.1	2147023	2149175	Interval_157690	0
NC_133192.1	2514262	2514379	18	NC_133192.1	2514104	2514512	Interval_157768	0
NC_133192.1	3158815	3158891	16	NC_133192.1	3158684	3158855	Interval_157904	0
NC_133192.1	3263873	3264010	25	NC_133192.1	3262864	3264097	Interval_157930	0
NC_133192.1	3266868	3267010	23	NC_133192.1	3266901	3267243	Interval_157931	0
NC_133192.1	3275013	3275098	17	NC_133192.1	3273173	3275206	Interval_157932	0
NC_133192.1	3637746	3637831	15	NC_133192.1	3637790	3637969	Interval_158020	0
NC_133192.1	3651532	3651609	17	NC_133192.1	3650907	3651742	Interval_158023	0
NC_133192.1	3663818	3663900	18	NC_133192.1	3663759	3664508	Interval_158025	0
NC_133192.1	4017878	4017959	21	NC_133192.1	4017698	4018378	Interval_158106	0
NC_133192.1	4930474	4930545	15	NC_133192.1	4930439	4930735	Interval_158314	0
NC_133192.1	5979171	5979243	16	NC_133192.1	5979079	5979384	Interval_158569	0
NC_133192.1	6619527	6619680	18	NC_133192.1	6619355	6621583	Interval_158749	0
NC_133192.1	6932788	6932883	20	NC_133192.1	6932833	6933253	Interval_158828	0
NC_133192.1	7580937	7580998	16	NC_133192.1	7580978	7581754	Interval_158982	0
NC_133192.1	8145872	8145923	16	NC_133192.1	8145874	8146798	Interval_159076	0
NC_133192.1	8149454	8149638	30	NC_133192.1	8149380	8150267	Interval_159077	0
NC_133192.1	8698488	8698597	17	NC_133192.1	8698311	8698740	Interval_159195	0
NC_133192.1	8721250	8721308	16	NC_133192.1	8721014	8721734	Interval_159200	0
NC_133192.1	9011523	9011649	17	NC_133192.1	9011161	9011992	Interval_159265	0
NC_133192.1	9098138	9098206	14	NC_133192.1	9098183	9098759	Interval_159290	0
NC_133192.1	9132235	9132357	18	NC_133192.1	9131882	9132355	Interval_159299	0
NC_133192.1	9140498	9140555	16	NC_133192.1	9140082	9140528	Interval_159302	0
NC_133192.1	9152679	9152737	17	NC_133192.1	9152204	9152914	Interval_159306	0
NC_133192.1	9188091	9188211	27	NC_133192.1	9187431	9188272	Interval_159315	0
NC_133192.1	9251439	9251524	16	NC_133192.1	9251180	9251984	Interval_159335	0
NC_133192.1	9523275	9523429	31	NC_133192.1	9523092	9523561	Interval_159387	0
NC_133192.1	9589746	9589820	19	NC_133192.1	9589451	9590449	Interval_159402	0
NC_133192.1	10832766	10832838	14	NC_133192.1	10832675	10833585	Interval_159634	0
NC_133192.1	11074975	11075029	20	NC_133192.1	11074261	11075410	Interval_159702	0
NC_133192.1	14129132	14129244	18	NC_133192.1	14129149	14131832	Interval_160242	0
NC_133192.1	14129422	14129492	15	NC_133192.1	14129149	14131832	Interval_160242	0
NC_133192.1	14304564	14304652	21	NC_133192.1	14304285	14305267	Interval_160269	0
NC_133192.1	14989904	14990179	26	NC_133192.1	14988253	14990217	Interval_160422	0
NC_133192.1	15701366	15701611	21	NC_133192.1	15700845	15702471	Interval_160582	0
NC_133192.1	15712319	15712372	19	NC_133192.1	15711710	15712772	Interval_160584	0
NC_133192.1	16126303	16126425	18	NC_133192.1	16126131	16126637	Interval_160663	0
NC_133192.1	17516018	17516098	15	NC_133192.1	17516006	17516190	Interval_160849	0
NC_133192.1	17573323	17573379	14	NC_133192.1	17573042	17573860	Interval_160854	0
NC_133192.1	17750006	17750149	17	NC_133192.1	17749630	17750338	Interval_160876	0
NC_133192.1	18225771	18225830	15	NC_133192.1	18225777	18226279	Interval_160952	0
NC_133192.1	18580655	18580711	16	NC_133192.1	18580703	18580889	Interval_161011	0
NC_133192.1	19313881	19313928	16	NC_133192.1	19313858	19314125	Interval_161133	0
NC_133192.1	19672956	19673014	25	NC_133192.1	19672824	19673339	Interval_161202	0
NC_133192.1	19695154	19695256	17	NC_133192.1	19695006	19695297	Interval_161205	0
NC_133192.1	19749677	19749749	20	NC_133192.1	19749532	19750123	Interval_161216	0
NC_133192.1	19760482	19760535	14	NC_133192.1	19760048	19760780	Interval_161217	0
NC_133192.1	23172080	23172141	21	NC_133192.1	23171862	23172389	Interval_161747	0
NC_133192.1	23223894	23224025	24	NC_133192.1	23223922	23224677	Interval_161762	0
NC_133192.1	23955267	23955457	24	NC_133192.1	23955223	23955453	Interval_161853	0
NC_133192.1	24004189	24004404	31	NC_133192.1	24004120	24004582	Interval_161862	0
NC_133192.1	24024199	24024290	20	NC_133192.1	24024007	24024897	Interval_161865	0
NC_133192.1	24102775	24102858	16	NC_133192.1	24102777	24102966	Interval_161882	0
NC_133192.1	24503637	24503721	20	NC_133192.1	24502268	24503731	Interval_161941	0
NC_133192.1	25508963	25509030	15	NC_133192.1	25508289	25509494	Interval_162067	0
NC_133192.1	25658885	25658928	14	NC_133192.1	25656867	25659146	Interval_162096	0
NC_133192.1	25807255	25807508	38	NC_133192.1	25807260	25807971	Interval_162123	0
NC_133192.1	26259312	26259442	16	NC_133192.1	26258771	26259715	Interval_162173	0
NC_133192.1	26497918	26498068	19	NC_133192.1	26497735	26498292	Interval_162200	0
NC_133192.1	27801152	27801262	20	NC_133192.1	27800818	27801243	Interval_162367	0
NC_133192.1	28274053	28274196	28	NC_133192.1	28273621	28274456	Interval_162442	0
NC_133192.1	28759780	28759861	17	NC_133192.1	28759714	28760273	Interval_162507	0
NC_133192.1	28938174	28938262	16	NC_133192.1	28938019	28938443	Interval_162543	0
NC_133192.1	29568526	29568682	17	NC_133192.1	29567987	29568666	Interval_162643	0
NC_133192.1	30184885	30184984	16	NC_133192.1	30184778	30186298	Interval_162692	0
NC_133192.1	30384538	30384717	25	NC_133192.1	30384052	30385215	Interval_162719	0
NC_133192.1	30620636	30620741	21	NC_133192.1	30619359	30621125	Interval_162755	0
NC_133192.1	30793166	30793307	17	NC_133192.1	30792684	30793273	Interval_162772	0
NC_133192.1	31049670	31049724	15	NC_133192.1	31049638	31050044	Interval_162802	0
NC_133192.1	31751702	31751754	18	NC_133192.1	31751361	31752375	Interval_162910	0
NC_133192.1	32686676	32686747	16	NC_133192.1	32686458	32687843	Interval_163012	0
NC_133192.1	34062696	34062770	16	NC_133192.1	34062703	34063049	Interval_163161	0
NC_133192.1	36259749	36259831	17	NC_133192.1	36259729	36259951	Interval_163472	0
NC_133192.1	36546245	36546324	15	NC_133192.1	36545867	36546450	Interval_163522	0
NC_133192.1	36653793	36653966	19	NC_133192.1	36653894	36654355	Interval_163536	0
NC_133192.1	37015700	37015822	21	NC_133192.1	37015389	37015787	Interval_163583	0
NC_133192.1	37196506	37196569	15	NC_133192.1	37196253	37197461	Interval_163607	0
NC_133192.1	38374300	38374390	21	NC_133192.1	38373953	38374486	Interval_163787	0
NC_133192.1	38441117	38441590	52	NC_133192.1	38440447	38442474	Interval_163791	0
NC_133192.1	39473225	39473342	21	NC_133192.1	39472903	39473881	Interval_163897	0
NC_133192.1	39661489	39661559	19	NC_133192.1	39660731	39661593	Interval_163936	0
NC_133192.1	39863414	39863494	16	NC_133192.1	39863147	39863471	Interval_163976	0
NC_133192.1	39880048	39880083	14	NC_133192.1	39879994	39880311	Interval_163979	0
NC_133192.1	40105513	40105721	41	NC_133192.1	40105242	40106004	Interval_164013	0
NC_133192.1	40442128	40442282	19	NC_133192.1	40442259	40442526	Interval_164069	0
NC_133192.1	44189732	44189791	15	NC_133192.1	44188685	44189984	Interval_164384	0
NC_133192.1	44995338	44995422	17	NC_133192.1	44995214	44996173	Interval_164497	0
NC_133192.1	45220011	45220123	36	NC_133192.1	45219940	45220795	Interval_164531	0
NC_133192.1	45225385	45225581	25	NC_133192.1	45225546	45226107	Interval_164532	0
NC_133192.1	45257817	45257869	20	NC_133192.1	45256739	45259094	Interval_164539	0
NC_133192.1	45285000	45285123	21	NC_133192.1	45284178	45285336	Interval_164546	0
NC_133192.1	45422763	45422841	19	NC_133192.1	45422696	45424801	Interval_164565	0
NC_133192.1	45882626	45882700	18	NC_133192.1	45882497	45882811	Interval_164640	0
NC_133192.1	45918199	45918354	24	NC_133192.1	45918132	45918491	Interval_164648	0
NC_133192.1	46007884	46007952	18	NC_133192.1	46007753	46008853	Interval_164664	0
NC_133192.1	46016925	46017069	25	NC_133192.1	46016607	46017129	Interval_164665	0
NC_133192.1	47961262	47961342	14	NC_133192.1	47961182	47961435	Interval_164714	0
NC_133192.1	48047595	48047657	15	NC_133192.1	48047431	48047780	Interval_164723	0
NC_133192.1	48053998	48054119	26	NC_133192.1	48054071	48054652	Interval_164725	0
NC_133192.1	48150247	48150474	35	NC_133192.1	48150458	48151266	Interval_164739	0
NC_133192.1	49060482	49060607	22	NC_133192.1	49060480	49060713	Interval_164850	0
NC_133192.1	49108144	49108359	27	NC_133192.1	49108040	49108395	Interval_164860	0
NC_133192.1	49234115	49234219	30	NC_133192.1	49234165	49234777	Interval_164882	0
NC_133192.1	50433480	50433539	16	NC_133192.1	50433296	50433619	Interval_165045	0
NC_133192.1	50504015	50504109	15	NC_133192.1	50503555	50504341	Interval_165051	0
NC_133192.1	51456900	51457129	27	NC_133192.1	51456872	51457359	Interval_165210	0
NC_133192.1	54169391	54169550	22	NC_133192.1	54168992	54169510	Interval_165419	0
NC_133192.1	54907993	54908056	17	NC_133192.1	54907439	54908125	Interval_165520	0
NC_133192.1	55418987	55419132	16	NC_133192.1	55419010	55419411	Interval_165591	0
NC_133192.1	55899879	55899972	18	NC_133192.1	55899722	55899955	Interval_165665	0
NC_133192.1	56160352	56160437	16	NC_133192.1	56160127	56160467	Interval_165714	0
NC_133192.1	56218502	56218614	26	NC_133192.1	56218436	56219406	Interval_165726	0
NC_133192.1	56232979	56233040	14	NC_133192.1	56232138	56233002	Interval_165729	0
NC_133192.1	56740886	56740982	17	NC_133192.1	56740546	56742814	Interval_165823	0
NC_133192.1	56816781	56816843	21	NC_133192.1	56816519	56817024	Interval_165836	0
NC_133192.1	57260487	57260536	14	NC_133192.1	57259810	57260543	Interval_165925	0
NC_133192.1	57293313	57293429	22	NC_133192.1	57292982	57293460	Interval_165936	0
NC_133192.1	57677861	57677939	18	NC_133192.1	57677540	57678029	Interval_166029	0
NC_133192.1	57688401	57688457	19	NC_133192.1	57688248	57689458	Interval_166032	0
NC_133192.1	57699886	57700128	20	NC_133192.1	57699197	57700910	Interval_166036	0
NC_133192.1	57928029	57928157	23	NC_133192.1	57927412	57928045	Interval_166079	0
NC_133192.1	58584287	58584501	30	NC_133192.1	58584431	58584913	Interval_166226	0
NC_133192.1	58955329	58955364	15	NC_133192.1	58954836	58957302	Interval_166304	0
NC_133192.1	59045103	59045192	18	NC_133192.1	59043910	59045374	Interval_166329	0
NC_133178.1	94490	94545	14	NC_133178.1	94510	95025	Interval_21095	0
NC_133178.1	186945	187017	17	NC_133178.1	186451	188707	Interval_21115	0
NC_133178.1	395920	395983	16	NC_133178.1	395382	396020	Interval_21162	0
NC_133178.1	398642	398707	15	NC_133178.1	398450	398649	Interval_21163	0
NC_133178.1	401372	401425	16	NC_133178.1	401089	403448	Interval_21164	0
NC_133178.1	401585	401654	19	NC_133178.1	401089	403448	Interval_21164	0
NC_133178.1	402763	402816	17	NC_133178.1	401089	403448	Interval_21164	0
NC_133178.1	408228	408353	16	NC_133178.1	407568	408361	Interval_21165	0
NC_133178.1	2047801	2047949	22	NC_133178.1	2047544	2048222	Interval_21418	0
NC_133178.1	2490326	2490402	23	NC_133178.1	2490012	2491204	Interval_21533	0
NC_133178.1	3357736	3357793	17	NC_133178.1	3356337	3357928	Interval_21702	0
NC_133178.1	3372962	3373347	52	NC_133178.1	3372940	3373344	Interval_21708	0
NC_133178.1	3378972	3379096	24	NC_133178.1	3378948	3381053	Interval_21709	0
NC_133178.1	4100300	4100431	33	NC_133178.1	4100319	4102191	Interval_21825	0
NC_133178.1	4103755	4103838	14	NC_133178.1	4102937	4103900	Interval_21826	0
NC_133178.1	5207669	5207742	22	NC_133178.1	5206823	5208689	Interval_22071	0
NC_133178.1	6368157	6368241	20	NC_133178.1	6368103	6369710	Interval_22290	0
NC_133178.1	6489102	6489155	15	NC_133178.1	6488970	6489361	Interval_22317	0
NC_133178.1	7295037	7295161	21	NC_133178.1	7295055	7295775	Interval_22481	0
NC_133178.1	7295232	7295362	17	NC_133178.1	7295055	7295775	Interval_22481	0
NC_133178.1	10529449	10529548	15	NC_133178.1	10528872	10531470	Interval_23061	0
NC_133178.1	11085296	11085389	17	NC_133178.1	11084915	11085427	Interval_23166	0
NC_133178.1	11167800	11167964	19	NC_133178.1	11167910	11168195	Interval_23186	0
NC_133178.1	11183284	11183343	14	NC_133178.1	11183199	11183437	Interval_23189	0
NC_133178.1	11185479	11185681	42	NC_133178.1	11185553	11185951	Interval_23190	0
NC_133178.1	11368851	11369509	56	NC_133178.1	11369037	11369261	Interval_23228	0
NC_133178.1	11634435	11634555	21	NC_133178.1	11633846	11634483	Interval_23283	0
NC_133178.1	12006513	12006600	19	NC_133178.1	12006544	12007174	Interval_23349	0
NC_133178.1	12164097	12164144	17	NC_133178.1	12163619	12164338	Interval_23366	0
NC_133178.1	12385707	12385846	31	NC_133178.1	12385704	12386139	Interval_23414	0
NC_133178.1	13014712	13014838	21	NC_133178.1	13014736	13016003	Interval_23490	0
NC_133178.1	14474284	14474356	15	NC_133178.1	14474276	14474571	Interval_23681	0
NC_133178.1	14606318	14606372	16	NC_133178.1	14606034	14606375	Interval_23695	0
NC_133178.1	14830261	14830344	21	NC_133178.1	14829962	14830952	Interval_23721	0
NC_133178.1	15077569	15077710	17	NC_133178.1	15077366	15077726	Interval_23759	0
NC_133178.1	15402625	15402706	15	NC_133178.1	15402005	15402715	Interval_23796	0
NC_133178.1	16130964	16131131	22	NC_133178.1	16130625	16132548	Interval_23912	0
NC_133178.1	16155543	16155736	35	NC_133178.1	16155524	16155749	Interval_23918	0
NC_133178.1	16884111	16884251	19	NC_133178.1	16883144	16884375	Interval_24022	0
NC_133178.1	17607079	17607243	26	NC_133178.1	17607029	17607209	Interval_24124	0
NC_133178.1	17853176	17853248	15	NC_133178.1	17852945	17853441	Interval_24168	0
NC_133178.1	17964788	17964862	15	NC_133178.1	17964739	17965271	Interval_24187	0
NC_133178.1	18040388	18040563	20	NC_133178.1	18040519	18041288	Interval_24196	0
NC_133178.1	18150838	18151081	27	NC_133178.1	18150260	18151880	Interval_24209	0
NC_133178.1	18728948	18729029	16	NC_133178.1	18728807	18729092	Interval_24305	0
NC_133178.1	18842606	18842702	19	NC_133178.1	18842620	18845570	Interval_24321	0
NC_133178.1	19834186	19834319	20	NC_133178.1	19834193	19834465	Interval_24499	0
NC_133178.1	22394577	22394777	18	NC_133178.1	22393972	22394749	Interval_24952	0
NC_133178.1	22471837	22471883	15	NC_133178.1	22470776	22471951	Interval_24975	0
NC_133178.1	22485867	22485946	15	NC_133178.1	22485838	22486121	Interval_24979	0
NC_133178.1	22485991	22486043	17	NC_133178.1	22485838	22486121	Interval_24979	0
NC_133178.1	22494017	22494124	18	NC_133178.1	22491902	22494118	Interval_24981	0
NC_133178.1	22712509	22712665	17	NC_133178.1	22712665	22712902	Interval_25027	0
NC_133178.1	24140630	24140782	21	NC_133178.1	24140532	24140779	Interval_25211	0
NC_133178.1	25526923	25527056	19	NC_133178.1	25526912	25528262	Interval_25396	0
NC_133178.1	25929174	25929476	20	NC_133178.1	25928937	25929495	Interval_25463	0
NC_133178.1	26357543	26357606	17	NC_133178.1	26357597	26357788	Interval_25545	0
NC_133178.1	26357723	26357804	15	NC_133178.1	26357597	26357788	Interval_25545	0
NC_133178.1	26590481	26590638	25	NC_133178.1	26590488	26591114	Interval_25592	0
NC_133178.1	26765002	26765143	17	NC_133178.1	26764851	26765181	Interval_25612	0
NC_133178.1	26871524	26871642	18	NC_133178.1	26871430	26872134	Interval_25639	0
NC_133178.1	27578679	27578729	14	NC_133178.1	27577288	27578700	Interval_25769	0
NC_133178.1	28463358	28463640	39	NC_133178.1	28461902	28464048	Interval_25934	0
NC_133178.1	28794726	28794825	16	NC_133178.1	28794591	28795679	Interval_26001	0
NC_133178.1	28958863	28959035	33	NC_133178.1	28958637	28959091	Interval_26031	0
NC_133178.1	28970808	28970891	15	NC_133178.1	28970608	28971001	Interval_26034	0
NC_133178.1	29254464	29254506	15	NC_133178.1	29254202	29255867	Interval_26080	0
NC_133178.1	29254613	29254707	17	NC_133178.1	29254202	29255867	Interval_26080	0
NC_133178.1	29317212	29317348	24	NC_133178.1	29317179	29317706	Interval_26091	0
NC_133178.1	29712884	29713214	28	NC_133178.1	29712868	29713370	Interval_26142	0
NC_133178.1	29936129	29936242	18	NC_133178.1	29936049	29936232	Interval_26173	0
NC_133178.1	31110938	31111032	23	NC_133178.1	31111008	31111341	Interval_26324	0
NC_133178.1	31208823	31208942	38	NC_133178.1	31208483	31209077	Interval_26342	0
NC_133178.1	31254177	31254263	19	NC_133178.1	31253353	31254261	Interval_26351	0
NC_133178.1	31356896	31357286	22	NC_133178.1	31356244	31357582	Interval_26366	0
NC_133178.1	31733621	31733710	18	NC_133178.1	31733629	31735838	Interval_26410	0
NC_133178.1	31733900	31734034	26	NC_133178.1	31733629	31735838	Interval_26410	0
NC_133178.1	32385109	32385212	23	NC_133178.1	32384887	32385996	Interval_26505	0
NC_133178.1	33012895	33013000	21	NC_133178.1	33012401	33012895	Interval_26575	0
NC_133178.1	33973413	33973552	27	NC_133178.1	33973426	33973868	Interval_26716	0
NC_133178.1	34699273	34699328	15	NC_133178.1	34699260	34699514	Interval_26821	0
