seqnames,start,end,width,strand,phastcons,annotation,geneChr,geneStart,geneEnd,geneLength,geneStrand,geneId,transcriptId,distanceToTSS,flank_txIds,flank_geneIds,flank_gene_distances
NC_133194.1,38382,38628,247,*,20,Promoter (<=1kb),20,37040,39220,2181,2,gja9b,NM_207093.1,592,NM_207093.1;NM_001040051.1;NM_200533.2;XM_073930632.1,gja9b;mycbp;srsf10b;srsf10b,0;4095;7880;7888
NC_133186.1,9961972,9962055,84,*,20,Intron (XR_012386622.1/nlgn1, intron 5 of 8),12,9952005,9952789,785,1,LOC101885993,XR_011017130.2,9967,XR_012386622.1;XR_012386623.1;XR_012386625.1;XR_012386624.1;XM_017358169.4;XM_073915305.1;XM_073915316.1;XM_073915313.1;XM_073915306.1;XM_068224073.2;XM_073915307.1;XM_073915309.1;XM_073915310.1;XM_073915311.1;XM_073915312.1;XM_073915315.1;XM_017358170.4;XM_021479524.3;XM_068224072.2;XM_017358168.4;XM_073915317.1;XM_073915318.1;XM_073915320.1;XM_073915321.1;XM_073915325.1;XM_073915323.1;XM_073915303.1;XM_073915319.1;XM_073915324.1;NM_001142265.1,nlgn1;nlgn1;nlgn1;nlgn1;nlgn1;nlgn1;nlgn1;nlgn1;nlgn1;nlgn1;nlgn1;nlgn1;nlgn1;nlgn1;nlgn1;nlgn1;nlgn1;nlgn1;nlgn1;nlgn1;nlgn1;nlgn1;nlgn1;nlgn1;nlgn1;nlgn1;nlgn1;nlgn1;nlgn1;nlgn1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133186.1,10138031,10138138,108,*,30,Intron (XR_012386622.1/nlgn1, intron 5 of 8),12,10207845,10210668,2824,2,LOC141376540,XR_012387023.1,72530,XR_012386622.1;XR_012386623.1;XR_012386625.1;XR_012386624.1;XM_017358169.4;XM_073915305.1;XM_073915316.1;XM_073915313.1;XM_073915306.1;XM_068224073.2;XM_073915307.1;XM_073915309.1;XM_073915310.1;XM_073915311.1;XM_073915312.1;XM_073915315.1;XM_017358170.4;XM_021479524.3;XM_068224072.2;XM_017358168.4;XM_073915317.1;XM_073915318.1;XM_073915320.1;XM_073915321.1;XM_073915325.1;XM_073915323.1;XM_073915303.1;XM_073915319.1;XM_073915324.1;NM_001142265.1,nlgn1;nlgn1;nlgn1;nlgn1;nlgn1;nlgn1;nlgn1;nlgn1;nlgn1;nlgn1;nlgn1;nlgn1;nlgn1;nlgn1;nlgn1;nlgn1;nlgn1;nlgn1;nlgn1;nlgn1;nlgn1;nlgn1;nlgn1;nlgn1;nlgn1;nlgn1;nlgn1;nlgn1;nlgn1;nlgn1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133186.1,11074595,11074662,68,*,18,Intron (XM_073916449.1/slc4a10a, intron 10 of 25),12,10858646,11020141,161496,2,mcf2l2,XM_073916439.1,-54454,XM_073916449.1;XM_001335416.9;XM_021479741.3;XM_021479743.3;XM_073916447.1;XM_073916448.1;XM_021479742.3;XM_073916445.1;XM_073916441.1;XM_073916442.1;XM_073916443.1;XM_073916444.1,slc4a10a;slc4a10a;slc4a10a;slc4a10a;slc4a10a;slc4a10a;slc4a10a;slc4a10a;slc4a10a;slc4a10a;slc4a10a;slc4a10a,0;0;0;0;0;0;0;0;0;0;0;0
NC_133186.1,11198568,11198676,109,*,16,Intron (NM_001083573.1/psmd14, intron 6 of 10),12,11170615,11191335,20721,2,tbr1a,XM_688029.7,-7233,NM_001083573.1,psmd14,0
NC_133186.1,11653205,11653331,127,*,23,Promoter (<=1kb),12,11652323,11655946,3624,1,ptp4a1,XM_073915846.1,882,NM_001130624.1;NM_001007775.2;XM_073915847.1;XM_073915846.1,col9a1a;ptp4a1;ptp4a1;ptp4a1,28743;0;0;0
NC_133186.1,12396273,12396428,156,*,24,5' UTR,12,12351609,12402962,51354,2,abcc10,XM_021479750.3,6534,XM_021479750.3;XM_073916482.1,abcc10;abcc10,0;0
NC_133186.1,12611847,12611982,136,*,19,Intron (NM_001164027.1/npepps, intron 15 of 22),12,12616703,12622208,5506,1,LOC141376561,XR_012387069.1,-4721,XR_012387069.1;NM_001164027.1;XM_073915706.1,LOC141376561;npepps;npepps,-4721;0;0
NC_133186.1,13309829,13309931,103,*,16,Intron (XM_073915857.1/rtel1, intron 15 of 32),12,13295133,13341493,46361,1,rtel1,NM_001013310.2,14696,XM_073915857.1;XM_073915858.1;NM_001013310.2,rtel1;rtel1;rtel1,0;0;0
NC_133186.1,13344233,13344298,66,*,15,Promoter (1-2kb),12,13342402,13355545,13144,1,zgpat,NM_200485.2,1831,XM_073915857.1;XM_073915858.1;NM_001013310.2;NM_200485.2,rtel1;rtel1;rtel1;zgpat,0;0;0;0
NC_133186.1,13670563,13670656,94,*,16,Intron (NM_001114739.2/mknk1, intron 10 of 13),12,13672144,13677881,5738,2,LOC141376563,XR_012387071.1,7225,XR_012387071.1;NM_001114739.2;XM_005155955.6,LOC141376563;mknk1;mknk1,7225;0;0
NC_133186.1,13679774,13679919,146,*,23,Promoter (1-2kb),12,13672144,13677881,5738,2,LOC141376563,XR_012387071.1,-1893,XR_012387071.1;XR_012387073.1;NM_001114739.2;XM_005155955.6,LOC141376563;LOC141376565;mknk1;mknk1,-1893;-2614;0;0
NC_133186.1,13705305,13705387,83,*,24,Promoter (<=1kb),12,13705247,13710383,5137,1,atp5f1b,NM_001024429.2,58,NM_001024429.2,atp5f1b,0
NC_133186.1,13706105,13706252,148,*,24,Promoter (<=1kb),12,13705247,13710383,5137,1,atp5f1b,NM_001024429.2,858,NM_001024429.2,atp5f1b,0
NC_133186.1,13731985,13732133,149,*,24,Intron (XM_073916556.1/abcb11b, intron 10 of 27),12,13720769,13766835,46067,1,abcb11b,XM_003199465.7,11216,XM_073916556.1;XM_003199465.7,abcb11b;abcb11b,0;0
NC_133186.1,13797596,13797683,88,*,15,Intron (XM_003199469.7/mast3b, intron 17 of 25),12,13766037,13769647,3611,2,LOC141376566,XR_012387075.1,-27949,XM_003199469.7;XM_009305918.5;XM_073916548.1;XM_073916549.1;XM_073916551.1;XM_073916552.1;XM_073916553.1;XM_073916554.1;XM_005155958.6;XM_009305916.5;XM_009305917.5;XM_068224300.2;XM_073916546.1;XM_073916550.1;XR_012387074.1,mast3b;mast3b;mast3b;mast3b;mast3b;mast3b;mast3b;mast3b;mast3b;mast3b;mast3b;mast3b;mast3b;mast3b;mast3b,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133186.1,14035698,14035807,110,*,18,Promoter (<=1kb),12,14035464,14040962,5499,1,arrdc2,NM_199939.1,234,XM_005155942.5;NM_199939.1,arrdc2;arrdc2,0;0
NC_133186.1,14036845,14037120,276,*,19,Promoter (1-2kb),12,14035464,14040962,5499,1,arrdc2,NM_199939.1,1381,XM_005155942.5;NM_199939.1,arrdc2;arrdc2,0;0
NC_133186.1,14602303,14602405,103,*,16,Promoter (<=1kb),12,14601693,14641084,39392,1,med16,NM_001199872.1,610,XM_005155957.4;XR_012386862.1;NM_001199872.1;XM_005155960.5;XM_073916567.1;XM_073916568.1;XM_695035.10,med16;med16;med16;tmem259;tmem259;tmem259;tmem259,0;0;0;-3072;-3072;-3072;-3072
NC_133186.1,15168898,15169059,162,*,23,Promoter (<=1kb),12,15162987,15169596,6610,2,LOC100007535,XM_021479766.3,537,XM_021479766.3,LOC100007535,0
NC_133186.1,15566782,15566878,97,*,16,5' UTR,12,15564857,15618768,53912,2,elavl1b,XM_017358196.4,51890,XM_017358196.4;XM_068224100.2;XM_073915471.1;XM_073915472.1;XM_073915473.1;XM_073915474.1;XM_073915475.1;NM_001308614.1;NM_001308615.1;NM_001308616.1;NM_001308617.1;NM_001308618.1;NM_001308619.1;NM_130909.2,elavl1b;elavl1b;elavl1b;elavl1b;elavl1b;elavl1b;elavl1b;elavl1b;elavl1b;elavl1b;elavl1b;elavl1b;elavl1b;elavl1b,0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133186.1,18017242,18017329,88,*,17,5' UTR,12,18008075,18046063,37989,1,pank4,XM_073915568.1,9167,NM_001328387.1;XR_012386721.1;XM_005155795.5;XM_005155796.5;XM_068224126.1;XM_068224127.1;XM_073915565.1;XM_073915566.1;XM_073915567.1;XM_073915568.1,pank4;pank4;pank4;pank4;pank4;pank4;pank4;pank4;pank4;pank4,0;0;0;0;0;0;0;0;0;0
NC_133186.1,18033716,18033809,94,*,23,Intron (NM_001328387.1/pank4, intron 12 of 20),12,18008075,18046063,37989,1,pank4,XM_073915568.1,25641,NM_001328387.1;XR_012386721.1;XM_005155795.5;XM_005155796.5;XM_068224126.1;XM_068224127.1;XM_073915565.1;XM_073915566.1;XM_073915567.1;XM_073915568.1,pank4;pank4;pank4;pank4;pank4;pank4;pank4;pank4;pank4;pank4,0;0;0;0;0;0;0;0;0;0
NC_133186.1,18533280,18533338,59,*,15,Promoter (<=1kb),12,18466963,18533124,66162,2,lrig1,XR_012387111.1,-156,XM_073916603.1;XM_683725.11;XR_012387110.1;XR_012387111.1,lrig1;lrig1;lrig1;lrig1,-156;-156;-156;-156
NC_133186.1,19916817,19916936,120,*,16,Promoter (<=1kb),12,19891714,19917288,25575,2,tmf1,XM_021479595.3,352,XM_021479595.3;NM_001003522.2;NM_213467.1;XM_005155802.6,tmf1;tmf1;uba3;uba3,0;0;0;0
NC_133186.1,20292997,20293188,192,*,17,Promoter (<=1kb),12,20292947,20322767,29821,1,tmcc1b,NM_001080008.1,50,XM_005172858.6;XM_005172859.6;XM_005172861.6;XM_068224193.2;XM_068224194.2;XM_073916020.1;XM_073916021.1;XR_011017121.2;XR_012386833.1;XR_012386834.1;XR_012386835.1;XR_012386839.1;XM_017358241.4;XM_017358243.4;XM_021479640.3;XM_073916022.1;XM_073916024.1;XR_012386832.1;XR_012386836.1;XR_012386837.1;XR_012386840.1;XM_005172860.6;XM_009300579.4;XM_068224195.2;XM_073916023.1;XM_073916026.1;XR_012386838.1;NM_001080008.1,tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133186.1,20293300,20293411,112,*,22,Promoter (<=1kb),12,20292947,20322767,29821,1,tmcc1b,NM_001080008.1,353,XM_005172858.6;XM_005172859.6;XM_005172861.6;XM_068224193.2;XM_068224194.2;XM_073916020.1;XM_073916021.1;XR_011017121.2;XR_012386833.1;XR_012386834.1;XR_012386835.1;XR_012386839.1;XM_017358241.4;XM_017358243.4;XM_021479640.3;XM_073916022.1;XM_073916024.1;XR_012386832.1;XR_012386836.1;XR_012386837.1;XR_012386840.1;XM_005172860.6;XM_009300579.4;XM_068224195.2;XM_073916023.1;XM_073916026.1;XR_012386838.1;NM_001080008.1,tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133186.1,20322623,20322750,128,*,18,Promoter (2-3kb),12,20324821,20355088,30268,1,LOC563780,XM_073916624.1,-2071,NA;XM_073916624.1;XM_005172858.6;XM_005172859.6;XM_005172861.6;XM_068224193.2;XM_068224194.2;XM_073916020.1;XM_073916021.1;XR_011017121.2;XR_012386833.1;XR_012386834.1;XR_012386835.1;XR_012386839.1;XM_017358241.4;XM_017358243.4;XM_021479640.3;XM_073916022.1;XM_073916024.1;XR_012386832.1;XR_012386836.1;XR_012386837.1;XR_012386840.1;XM_005172860.6;XM_009300579.4;XM_068224195.2;XM_073916023.1;XM_073916026.1;XR_012386838.1;NM_001080008.1,LOC141376708;LOC563780;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b;tmcc1b,-4718;-2071;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133186.1,20356218,20356336,119,*,18,Intron (NM_200467.1/stimate, intron 5 of 7),12,20347388,20355088,7701,1,LOC563780,XM_073916623.1,8830,XM_073916624.1;XM_021479786.3;XR_012387126.1;XM_073916625.1;XM_073916623.1;NM_200467.1,LOC563780;LOC563780;LOC563780;LOC563780;LOC563780;stimate,31397;21503;21503;9244;8830;0
NC_133186.1,20372502,20372604,103,*,22,3' UTR,12,20353663,20367355,13693,2,stimate,NM_200467.1,-5147,XM_021479791.3;XM_021479792.3;XM_021479793.3;XM_073916656.1;XM_073916654.1;XM_073916657.1;XR_012387129.1,sfmbt1;sfmbt1;sfmbt1;sfmbt1;sfmbt1;sfmbt1;sfmbt1,0;0;0;0;0;0;0
NC_133186.1,20678957,20679086,130,*,17,Intron (XM_021479798.3/zmynd8, intron 9 of 19),12,20653699,20697214,43516,2,zmynd8,XM_021479798.3,18128,XM_021479798.3;XM_068224315.2;XM_068224316.2;XM_073916652.1;XM_073916653.1;XM_687794.11,zmynd8;zmynd8;zmynd8;zmynd8;zmynd8;zmynd8,0;0;0;0;0;0
NC_133186.1,20761720,20761903,184,*,17,Intron (XM_021479799.3/ncoa3, intron 3 of 23),12,20724158,20730627,6470,2,LOC141376699,XM_073917235.1,-31093,XM_021479799.3;XM_687846.11,ncoa3;ncoa3,0;0
NC_133186.1,20776923,20777046,124,*,19,Intron (XM_021479799.3/ncoa3, intron 16 of 23),12,20797291,20798399,1109,2,id1,NM_131245.2,21353,XM_021479799.3;XM_687846.11,ncoa3;ncoa3,0;0
NC_133186.1,20885286,20885392,107,*,17,Intron (XM_005155843.6/pfkfb2b, intron 10 of 16),12,20877950,20893461,15512,2,pfkfb2b,XM_005155843.6,8069,XM_005155843.6;XM_021479800.3;XM_021479801.3;XM_005155842.6,pfkfb2b;pfkfb2b;pfkfb2b;pfkfb2b,0;0;0;0
NC_133186.1,21190078,21190123,46,*,14,Promoter (<=1kb),12,21187802,21190117,2316,2,rhol,NM_001110031.1,0,XM_073916019.1;NM_001110031.1,rhol;rhol,0;0
NC_133186.1,21669152,21669222,71,*,14,Intron (XM_009305965.5/atxn7, intron 4 of 13),12,21642213,21647789,5577,2,LOC141376594,XR_012387140.1,-21363,XM_009305965.5;XM_001341439.10,atxn7;atxn7,0;0
NC_133186.1,22087840,22087971,132,*,22,Intron (XM_073916667.1/si:dkey-274m17.3, intron 5 of 5),12,22039977,22043216,3240,2,LOC141376591,XR_012387133.1,-44624,XM_073916647.1;XM_009305977.5;XM_009305979.5;XM_009305981.5;XM_068224318.2;XM_068224321.2;XM_068224323.2;XM_068224327.2;XM_068224329.2;XM_068224330.2;XM_068224331.2;XM_068224333.2;XM_073916631.1;XM_073916632.1;XM_073916633.1;XM_073916634.1;XM_073916635.1;XM_073916636.1;XM_073916638.1;XM_073916639.1;XM_073916640.1;XM_073916641.1;XM_073916642.1;XM_073916643.1;XM_073916645.1;XM_073916646.1;XM_073916667.1,cadpsa;cadpsa;cadpsa;cadpsa;cadpsa;cadpsa;cadpsa;cadpsa;cadpsa;cadpsa;cadpsa;cadpsa;cadpsa;cadpsa;cadpsa;cadpsa;cadpsa;cadpsa;cadpsa;cadpsa;cadpsa;cadpsa;cadpsa;cadpsa;cadpsa;cadpsa;si:dkey-274m17.3,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133186.1,22599790,22599844,55,*,15,Intron (XM_073915480.1/cdh4, intron 2 of 16),12,22569139,22569744,606,2,LOC141376592,XR_012387136.1,-30046,XM_073915480.1;XM_073915481.1;XM_068224104.2;NM_131086.2,cdh4;cdh4;cdh4;cdh4,0;0;0;0
NC_133186.1,22655870,22655947,78,*,19,Intron (XM_073915480.1/cdh4, intron 2 of 16),12,22569139,22569744,606,2,LOC141376592,XR_012387136.1,-86126,XM_073915480.1;XM_073915481.1;XM_068224104.2;NM_131086.2,cdh4;cdh4;cdh4;cdh4,0;0;0;0
NC_133186.1,23356919,23356989,71,*,20,Distal Intergenic,12,23363545,23371748,8204,2,dyrk3,XR_012386639.1,14759,NA,NA,NA
NC_133186.1,23548510,23548642,133,*,21,5' UTR,12,23501875,23594480,92606,2,srgap2,XM_073915895.1,45838,XM_073915895.1;XM_073915897.1;XM_073915898.1;XM_073915896.1;NM_001048235.1;XR_012386792.1,srgap2;srgap2;srgap2;srgap2;srgap2;srgap2,0;0;0;0;0;0
NC_133186.1,24523283,24523465,183,*,26,Intron (XM_073915366.1/ppfia4, intron 2 of 15),12,24538017,24544905,6889,1,LOC110439107,XM_021473511.3,-14552,XM_073916676.1;XM_073915366.1;XM_073915367.1;XM_017358178.4;XM_009305991.5;XM_009305992.5;XM_009305993.5;XM_021479530.3;XM_021479531.3;XM_021479532.3;XM_021479533.3;XM_073915336.1;XM_073915337.1;XM_073915339.1;XM_073915340.1;XM_073915341.1;XM_073915342.1;XM_073915343.1;XM_073915344.1;XM_073915345.1;XM_073915346.1;XM_073915348.1;XM_073915349.1;XM_073915350.1;XM_073915351.1;XM_073915352.1;XM_073915353.1;XM_073915354.1;XM_073915355.1;XM_073915356.1;XR_012386629.1;NM_001100151.2,LOC141376600;ppfia4;ppfia4;ppfia4;ppfia4;ppfia4;ppfia4;ppfia4;ppfia4;ppfia4;ppfia4;ppfia4;ppfia4;ppfia4;ppfia4;ppfia4;ppfia4;ppfia4;ppfia4;ppfia4;ppfia4;ppfia4;ppfia4;ppfia4;ppfia4;ppfia4;ppfia4;ppfia4;ppfia4;ppfia4;ppfia4;ppfia4,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133186.1,25025915,25026000,86,*,17,Distal Intergenic,12,25002012,25017640,15629,2,mdm4,NM_212732.2,-8275,NA,NA,NA
NC_133186.1,25043159,25043285,127,*,21,Promoter (<=1kb),12,25043162,25051328,8167,1,LOC141376602,XR_012387153.1,0,XR_012387153.1,LOC141376602,0
NC_133186.1,25058157,25058227,71,*,14,Distal Intergenic,12,25043162,25051328,8167,1,LOC141376602,XR_012387153.1,14995,NA,NA,NA
NC_133186.1,25075322,25075417,96,*,17,Distal Intergenic,12,25043162,25051328,8167,1,LOC141376602,XR_012387153.1,32160,NA,NA,NA
NC_133186.1,25631634,25631739,106,*,17,Intron (XM_003199487.7/pik3c2b, intron 32 of 32),12,25616334,25624649,8316,2,ppp1r15b,XM_017358331.4,-6985,XM_003199487.7;XM_009306014.5;XR_012387161.1;XR_012387162.1;XM_073916727.1;XR_012387163.1,pik3c2b;pik3c2b;pik3c2b;pik3c2b;pik3c2b;pik3c2b,0;0;0;0;0;0
NC_133186.1,25669313,25669431,119,*,22,Intron (XM_003199487.7/pik3c2b, intron 12 of 32),12,25664527,25667178,2652,1,LOC141376607,XR_012387165.1,4786,XR_012387165.1;XM_003199487.7;XM_009306014.5;XR_012387161.1;XR_012387162.1;XM_073916727.1;XR_012387163.1,LOC141376607;pik3c2b;pik3c2b;pik3c2b;pik3c2b;pik3c2b;pik3c2b,4786;0;0;0;0;0;0
NC_133186.1,25980635,25980708,74,*,15,Intron (NM_131446.1/cntn2, intron 8 of 22),12,25943723,26036566,92844,1,cntn2,NM_131446.1,36912,NM_131446.1,cntn2,0
NC_133186.1,26418206,26418282,77,*,17,3' UTR,12,26405845,26413487,7643,1,nfs1,NM_001044993.1,12361,XM_073915989.1;XM_005169299.6;XM_073915990.1;XM_073915992.1;XM_005169297.6;XM_005169298.6;XM_005169301.6;XM_073915991.1;NM_001044917.1;NM_001044993.1,dvl1b;dvl1b;dvl1b;dvl1b;dvl1b;dvl1b;dvl1b;dvl1b;dvl1b;nfs1,0;0;0;0;0;0;0;0;0;12361
NC_133186.1,26421378,26421450,73,*,17,3' UTR,12,26405845,26413487,7643,1,nfs1,NM_001044993.1,15533,XM_073915989.1;XM_005169299.6;XM_073915990.1;XM_073915992.1;XM_005169297.6;XM_005169298.6;XM_005169301.6;XM_073915991.1;NM_001044917.1,dvl1b;dvl1b;dvl1b;dvl1b;dvl1b;dvl1b;dvl1b;dvl1b;dvl1b,0;0;0;0;0;0;0;0;0
NC_133186.1,26429266,26429375,110,*,21,Intron (XM_073915989.1/dvl1b, intron 8 of 10),12,26414913,26439705,24793,2,dvl1b,XM_073915989.1,10330,XM_073915989.1;XM_005169299.6;XM_073915990.1;XM_073915992.1;XM_005169297.6;XM_005169298.6;XM_005169301.6;XM_073915991.1;NM_001044917.1,dvl1b;dvl1b;dvl1b;dvl1b;dvl1b;dvl1b;dvl1b;dvl1b;dvl1b,0;0;0;0;0;0;0;0;0
NC_133186.1,26435941,26436087,147,*,16,Intron (XM_073915989.1/dvl1b, intron 5 of 10),12,26414913,26439705,24793,2,dvl1b,XM_073915989.1,3618,XM_073915989.1;XM_005169299.6;XM_073915990.1;XM_073915992.1;XM_005169297.6;XM_005169298.6;XM_005169301.6;XM_073915991.1;NM_001044917.1,dvl1b;dvl1b;dvl1b;dvl1b;dvl1b;dvl1b;dvl1b;dvl1b;dvl1b,0;0;0;0;0;0;0;0;0
NC_133186.1,26436166,26436233,68,*,16,Intron (XM_073915989.1/dvl1b, intron 4 of 10),12,26414913,26439705,24793,2,dvl1b,XM_073915989.1,3472,XM_073915989.1;XM_005169299.6;XM_073915990.1;XM_073915992.1;XM_005169297.6;XM_005169298.6;XM_005169301.6;XM_073915991.1;NM_001044917.1,dvl1b;dvl1b;dvl1b;dvl1b;dvl1b;dvl1b;dvl1b;dvl1b;dvl1b,0;0;0;0;0;0;0;0;0
NC_133186.1,26439128,26439227,100,*,18,Promoter (<=1kb),12,26414913,26439705,24793,2,dvl1b,XM_073915989.1,478,XM_073915989.1;XM_005169299.6;XM_073915990.1;XM_073915992.1;XM_005169297.6;XM_005169298.6;XM_005169301.6;XM_073915991.1;NM_001044917.1,dvl1b;dvl1b;dvl1b;dvl1b;dvl1b;dvl1b;dvl1b;dvl1b;dvl1b,0;0;0;0;0;0;0;0;0
NC_133186.1,26892679,26892818,140,*,24,Promoter (2-3kb),12,26895277,26897374,2098,1,rabif,NM_001168213.2,-2459,NM_001327754.1;NM_001168213.2;XM_073915761.1;NM_001002511.2;NM_001198741.1,adipor1a;rabif;rabif;rabif;rabif,0;-2459;-2478;-3088;-3319
NC_133186.1,26900363,26900491,129,*,19,Promoter (<=1kb),12,26900176,26926702,26527,1,kdm5ba,XM_073915531.1,187,NM_001347607.1;XM_005169264.5;XM_073915530.1;XM_073915532.1;XM_021479553.3;XM_073915531.1;NM_001168213.2;XM_073915761.1;NM_001002511.2;NM_001198741.1,kdm5ba;kdm5ba;kdm5ba;kdm5ba;kdm5ba;kdm5ba;rabif;rabif;rabif;rabif,0;0;0;0;0;0;5086;5067;4457;4226
NC_133186.1,26946555,26946633,79,*,18,Intron (NM_213539.1/ipo9, intron 22 of 23),12,26952293,26960742,8450,1,shisa4,XM_073915873.1,-5660,NM_213539.1;XM_005169283.6,ipo9;ipo9,0;0
NC_133186.1,27108915,27109017,103,*,22,Intron (XM_005169287.6/arhgap46a, intron 8 of 10),12,27116039,27135529,19491,1,phf20a,XM_021479839.2,-7022,XM_005169287.6;XM_068224156.2;NM_001007295.1,arhgap46a;arhgap46a;arhgap46a,0;0;0
NC_133186.1,27245631,27245759,129,*,26,Intron (NM_131569.2/trpc4apa, intron 14 of 18),12,27229441,27252526,23086,1,trpc4apa,NM_131569.2,16190,XM_073915467.1;XR_012386680.1;XM_073915466.1;XM_021479544.3;XM_021479543.3;NM_131569.2,myh7ba;myh7ba;myh7ba;myh7ba;myh7ba;trpc4apa,32668;33375;35601;36920;36938;0
NC_133186.1,27375164,27375223,60,*,15,Intron (NM_001044324.2/top1a, intron 8 of 20),12,27368600,27383914,15315,1,top1a,NM_001044324.2,6564,NM_001044324.2,top1a,0
NC_133186.1,27403783,27403840,58,*,14,Intron (XM_068224158.2/fam83d, intron 4 of 4),12,27400436,27409152,8717,1,fam83d,NM_001089355.1,3347,XM_068224158.2;XM_068224159.2;XM_073915837.1;NM_001089355.1;XM_073916763.1,fam83d;fam83d;fam83d;fam83d;zhx3a,0;0;0;0;-3501
NC_133186.1,27524386,27524471,86,*,16,5' UTR,12,27531874,27547813,15940,1,opn1sw2,XM_073915486.1,-7403,XM_009306035.4;XM_073916035.1;XM_009306034.4;XM_005169304.6;XM_073916036.1;NM_001045064.1,hcfc1a;hcfc1a;hcfc1a;hcfc1a;hcfc1a;hcfc1a,0;0;0;0;0;0
NC_133186.1,27546254,27546386,133,*,17,Promoter (1-2kb),12,27545168,27547813,2646,1,opn1sw2,NM_131192.2,1086,XR_012387178.1;NR_030507.1;NM_001313715.1;XM_073915486.1;XM_073915487.1;NM_131192.2,LOC141376611;mir726;opn1lw1;opn1sw2;opn1sw2;opn1sw2,2579;2209;0;0;0;0
NC_133186.1,27550641,27550761,121,*,16,Promoter (<=1kb),12,27550043,27552447,2405,1,opn1lw1,NM_001313715.1,598,XR_012387178.1;NR_030507.1;NM_001313715.1;NM_001002443.2;XM_073915486.1;XM_073915487.1;NM_131192.2,LOC141376611;mir726;opn1lw1;opn1lw2;opn1sw2;opn1sw2;opn1sw2,-1676;-2046;0;0;0;0;0
NC_133186.1,27553984,27554104,121,*,16,Promoter (<=1kb),12,27553511,27555601,2091,1,opn1lw2,NM_001002443.2,473,NM_001002875.1;NM_001313715.1;NM_001002443.2,gnl3l;opn1lw1;opn1lw2,-4080;0;0
NC_133186.1,27777689,27777999,311,*,30,Intron (XM_021479843.3/mon1bb, intron 4 of 5),12,27766644,27782158,15515,1,mon1bb,XM_021479843.3,11045,XR_012387176.1;XM_021479843.3,mon1bb;mon1bb,11045;0
NC_133186.1,27833706,27833760,55,*,15,Intron (XM_073916766.1/plch2b, intron 8 of 16),12,27823284,27841292,18009,2,plch2b,XM_073916766.1,7532,XM_073916766.1;XM_068224345.2;XM_073916765.1,plch2b;plch2b;plch2b,0;0;0
NC_133186.1,28311714,28311780,67,*,16,Intron (XM_001922238.8/foxj3, intron 11 of 11),12,28263515,28291487,27973,2,prdm2b,XM_002663788.7,-20227,XM_001922238.8;NM_001326388.1,foxj3;foxj3,0;0
